n	x	y	z
762	80.000000	5.156250	-3119.366676
763	80.000000	4.218750	-2805.051223
764	80.000000	3.281250	-2625.618325
765	80.000000	2.343750	-2367.770747
766	80.000000	1.406250	-2040.522052
767	80.000000	0.468750	-1714.871759
768	80.281250	0.000000	1.921165
769	80.843750	0.000000	133.140988
770	81.406250	0.000000	250.554507
771	81.968750	0.000000	357.236102
772	82.531250	0.000000	461.580306
773	83.093750	0.000000	573.663460
774	83.656250	0.000000	701.812811
775	84.218750	0.000000	848.966730
776	84.500000	0.468750	1418.817240
777	84.500000	1.406250	1716.682532
778	84.500000	2.343750	2023.184612
779	84.500000	3.281250	2266.332663
780	84.500000	4.218750	2435.383511
781	84.500000	5.156250	2741.821965
782	84.500000	6.093750	3057.653341
783	84.500000	7.031250	3366.602391
784	84.500000	7.968750	3665.660829
785	84.500000	8.906250	3953.103278
786	84.500000	9.843750	4227.628973
787	84.500000	10.781250	4487.998962
788	84.500000	11.718750	4732.810151
789	84.500000	12.656250	4960.365799
790	84.500000	13.593750	5168.625968
791	84.500000	14.531250	5355.246392
792	84.500000	15.468750	5517.737175
793	84.500000	16.406250	5653.770246
794	84.500000	17.343750	5761.633811
795	84.500000	18.281250	5840.973458
796	84.500000	19.218750	5900.686143
797	84.500000	20.156250	6014.009857
798	84.500000	21.093750	5932.762897
799	84.500000	22.031250	5889.796682
800	84.500000	22.968750	5844.053489
801	84.500000	23.906250	5778.369684
802	84.500000	24.843750	5691.299964
803	84.500000	25.781250	5581.251689
804	84.500000	26.718750	5446.455065
805	84.500000	27.656250	5285.439648
806	84.500000	28.593750	5097.458170
807	84.500000	29.531250	4882.757895
808	84.500000	30.468750	4642.670721
809	84.500000	31.406250	4379.526108
810	84.500000	32.343750	4096.416864
811	84.500000	33.281250	3796.879173
812	84.500000	34.218750	3484.598177
813	84.500000	35.156250	3163.477598
814	84.500000	36.093750	2843.235403
815	84.500000	37.031250	2633.893369
816	84.843750	37.500000	298.074525
817	85.531250	37.500000	219.194043
818	86.218750	37.500000	255.765080
819	86.906250	37.500000	314.022908
820	87.593750	37.500000	375.009768
821	88.281250	37.500000	437.839209
822	88.968750	37.500000	519.687743
823	89.656250	37.500000	712.515164
824	90.000000	37.031250	-598.506199
825	90.000000	36.093750	-483.819904
826	90.000000	35.156250	-334.486380
827	90.000000	34.218750	-297.092490
828	90.000000	33.281250	-365.743918
829	90.000000	32.343750	-502.472063
830	90.000000	31.406250	-667.469282
831	90.000000	30.468750	-830.260813
832	90.000000	29.531250	-971.095270
833	90.000000	28.593750	-1078.883280
834	90.000000	27.656250	-1148.956312
835	90.000000	26.718750	-1181.746343
836	90.000000	25.781250	-1182.509290
837	90.000000	24.843750	-1161.670402
838	90.000000	23.906250	-1134.553008
839	90.000000	22.968750	-1117.878335
840	90.000000	22.031250	-1119.692224
841	90.000000	21.093750	-1110.341673
842	90.000000	20.156250	-1013.352015
843	90.000000	19.218750	-1026.578661
844	90.000000	18.281250	-893.629468
845	90.000000	17.343750	-705.471923
846	90.000000	16.406250	-495.645526
847	90.000000	15.468750	-282.671868
848	90.000000	14.531250	-76.112908
849	90.000000	13.593750	120.307634
850	90.000000	12.656250	305.766611
851	90.000000	11.718750	480.209873
852	90.000000	10.781250	642.731359
853	90.000000	9.843750	790.073532
854	90.000000	8.906250	914.991987
855	90.000000	7.968750	1004.532045
856	90.000000	7.031250	1039.039499
857	90.000000	6.093750	994.358708
858	90.000000	5.156250	851.712654
859	90.000000	4.218750	627.332818
860	90.000000	3.281250	485.710728
861	90.000000	2.343750	278.177188
862	90.000000	1.406250	69.188856
863	90.000000	0.468750	-51.039300
864	90.281250	0.000000	1074.863587
865	90.843750	0.000000	992.544730
866	91.406250	0.000000	946.068005
867	91.968750	0.000000	939.688583
868	92.531250	0.000000	974.130136
869	93.093750	0.000000	1049.033369
870	93.656250	0.000000	1162.962414
871	94.218750	0.000000	1310.968850
872	94.500000	0.468750	-1280.683411
873	94.500000	1.406250	-1218.696201
874	94.500000	2.343750	-1063.216872
875	94.500000	3.281250	-903.135868
876	94.500000	4.218750	-801.431411
877	94.500000	5.156250	-607.792033
878	94.500000	6.093750	-484.892438
879	94.500000	7.031250	-446.960951
880	94.500000	7.968750	-473.018178
881	94.500000	8.906250	-536.493654
882	94.500000	9.843750	-615.094810
883	94.500000	10.781250	-693.002031
884	94.500000	11.718750	-759.896449
885	94.500000	12.656250	-809.295260
886	94.500000	13.593750	-837.051408
887	94.500000	14.531250	-840.113876
888	94.500000	15.468750	-815.345791
889	94.500000	16.406250	-758.047988
890	94.500000	17.343750	-659.874240
891	94.500000	18.281250	-506.703168
892	94.500000	19.218750	-274.731885
893	94.500000	20.156250	66.731552
894	94.500000	21.093750	185.815454
895	94.500000	22.031250	521.550898
896	94.500000	22.968750	862.735229
897	94.500000	23.906250	1147.493618
898	94.500000	24.843750	1374.849933
899	94.500000	25.781250	1556.435765
900	94.500000	26.718750	1704.975013
901	94.500000	27.656250	1829.836460
902	94.500000	28.593750	1935.989310
903	94.500000	29.531250	2023.838129
904	94.500000	30.468750	2088.739085
905	94.500000	31.406250	2119.783160
906	94.500000	32.343750	2097.966267
907	94.500000	33.281250	1994.821323
908	94.500000	34.218750	1774.706955
909	94.500000	35.156250	1407.098281
910	94.500000	36.093750	902.912094
911	94.500000	37.031250	528.998603
912	94.843750	37.500000	863.538433
913	95.531250	37.500000	582.725282
914	96.218750	37.500000	516.441977
915	96.906250	37.500000	478.415025
916	97.593750	37.500000	432.329896
917	98.281250	37.500000	378.391913
918	98.968750	37.500000	353.326589
919	99.656250	37.500000	543.819336
920	100.000000	37.031250	4158.040402
921	100.000000	36.093750	4461.230754
922	100.000000	35.156250	4956.876170
923	100.000000	34.218750	5408.516271
924	100.000000	33.281250	5800.380053
925	100.000000	32.343750	6139.924449
926	100.000000	31.406250	6437.754710
927	100.000000	30.468750	6702.610929
928	100.000000	29.531250	6940.107284
929	100.000000	28.593750	7152.833341
930	100.000000	27.656250	7340.684287
931	100.000000	26.718750	7500.990255
932	100.000000	25.781250	7628.348023
933	100.000000	24.843750	7714.294504
934	100.000000	23.906250	7747.387595
935	100.000000	22.968750	7715.131016
936	100.000000	22.031250	7610.784872
937	100.000000	21.093750	7477.935932
938	100.000000	20.156250	7504.689886
939	100.000000	19.218750	7240.637600
940	100.000000	18.281250	7026.531099
941	100.000000	17.343750	6849.032996
942	100.000000	16.406250	6695.046273
943	100.000000	15.468750	6551.466253
944	100.000000	14.531250	6405.905564
945	100.000000	13.593750	6249.013352
946	100.000000	12.656250	6074.582157
947	100.000000	11.718750	5878.906171
948	100.000000	10.781250	5660.091142
949	100.000000	9.843750	5417.512146
950	100.000000	8.906250	5151.439672
951	100.000000	7.968750	4862.828095
952	100.000000	7.031250	4553.274330
953	100.000000	6.093750	4225.176305
954	100.000000	5.156250	3882.439046
955	100.000000	4.218750	3542.348410
956	100.000000	3.281250	3333.945902
957	100.000000	2.343750	3046.776949
958	100.000000	1.406250	2692.564005
959	100.000000	0.468750	2344.205234
960	100.281250	0.000000	1538.102222
961	100.843750	0.000000	1401.581994
962	101.406250	0.000000	1278.383694
963	101.968750	0.000000	1165.677091
964	102.531250	0.000000	1055.279802
965	103.093750	0.000000	937.290016
966	103.656250	0.000000	803.510768
967	104.218750	0.000000	651.082329
968	104.500000	0.468750	-2294.787320
969	104.500000	1.406250	-2673.448127
970	104.500000	2.343750	-3056.278422
971	104.500000	3.281250	-3372.359216
972	104.500000	4.218750	-3612.789797
973	104.500000	5.156250	-3991.025438
974	104.500000	6.093750	-4380.475429
975	104.500000	7.031250	-4765.233692
976	104.500000	7.968750	-5141.550520
977	104.500000	8.906250	-5506.150502
978	104.500000	9.843750	-5855.899506
979	104.500000	10.781250	-6187.991605
980	104.500000	11.718750	-6500.126399
981	104.500000	12.656250	-6790.509963
982	104.500000	13.593750	-7057.558479
983	104.500000	14.531250	-7299.212322
984	104.500000	15.468750	-7511.836095
985	104.500000	16.406250	-7688.900361
986	104.500000	17.343750	-7820.228162
987	104.500000	18.281250	-7893.813028
988	104.500000	19.218750	-7909.445321
989	104.500000	20.156250	-7943.291276
990	104.500000	21.093750	-7766.605324
991	104.500000	22.031250	-7638.330896
992	104.500000	22.968750	-7533.455704
993	104.500000	23.906250	-7434.642828
994	104.500000	24.843750	-7330.672931
995	104.500000	25.781250	-7209.260356
996	104.500000	26.718750	-7061.255880
997	104.500000	27.656250	-6881.470028
998	104.500000	28.593750	-6667.963290
999	104.500000	29.531250	-6421.231139
1000	104.500000	30.468750	-6143.834356
1001	104.500000	31.406250	-5840.590798
1002	104.500000	32.343750	-5519.245499
1003	104.500000	33.281250	-5191.239797
1004	104.500000	34.218750	-4871.515505
1005	104.500000	35.156250	-4575.524296
1006	104.500000	36.093750	-4317.022711
1007	104.500000	37.031250	-4193.930911
1008	104.843750	37.500000	-42.644179
1009	105.531250	37.500000	-30.370908
1010	106.218750	37.500000	-130.154229
1011	106.906250	37.500000	-248.139596
1012	107.593750	37.500000	-365.484593
1013	108.281250	37.500000	-481.624835
1014	108.968750	37.500000	-614.260765
1015	109.656250	37.500000	-856.066442
1016	110.000000	37.031250	1815.843614
1017	110.000000	36.093750	1571.122843
1018	110.000000	35.156250	1297.271450
1019	110.000000	34.218750	1149.514914
1020	110.000000	33.281250	1128.878174
1021	110.000000	32.343750	1202.287088
1022	110.000000	31.406250	1333.033576
1023	110.000000	30.468750	1492.511836
1024	110.000000	29.531250	1662.244606
1025	110.000000	28.593750	1832.288932
1026	110.000000	27.656250	1999.104923
1027	110.000000	26.718750	2163.843125
1028	110.000000	25.781250	2331.070398
1029	110.000000	24.843750	2507.514803
1030	110.000000	23.906250	2699.909240
1031	110.000000	22.968750	2910.379825
1032	110.000000	22.031250	3128.204905
1033	110.000000	21.093750	3307.771275
1034	110.000000	20.156250	3369.331473
1035	110.000000	19.218750	3522.813300
1036	110.000000	18.281250	3527.474665
1037	110.000000	17.343750	3478.416436
1038	110.000000	16.406250	3399.229742
1039	110.000000	15.468750	3292.695107
1040	110.000000	14.531250	3154.980365
1041	110.000000	13.593750	2981.953054
1042	110.000000	12.656250	2771.759566
1043	110.000000	11.718750	2525.444588
1044	110.000000	10.781250	2247.271452
1045	110.000000	9.843750	1945.626157
1046	110.000000	8.906250	1634.841721
1047	110.000000	7.968750	1337.737831
1048	110.000000	7.031250	1087.494851
1049	110.000000	6.093750	925.014574
1050	110.000000	5.156250	884.974201
1051	110.000000	4.218750	957.541757
1052	110.000000	3.281250	967.440633
1053	110.000000	2.343750	1039.738576
1054	110.000000	1.406250	1090.273144
1055	110.000000	0.468750	1025.288436
1056	110.281250	0.000000	333.155178
1057	110.843750	0.000000	384.960567
1058	111.406250	0.000000	389.293779
1059	111.968750	0.000000	337.771770
1060	112.531250	0.000000	224.614279
1061	113.093750	0.000000	44.808731
1062	113.656250	0.000000	-204.165730
1063	114.218750	0.000000	-516.846752
1064	114.500000	0.468750	944.803162
1065	114.500000	1.406250	572.576148
1066	114.500000	2.343750	46.490998
1067	114.500000	3.281250	-461.440218
1068	114.500000	4.218750	-848.201507
1069	114.500000	5.156250	-1441.535087
1070	114.500000	6.093750	-1929.877346
1071	114.500000	7.031250	-2280.255658
1072	114.500000	7.968750	-2519.255403
1073	114.500000	8.906250	-2682.535238
1074	114.500000	9.843750	-2799.408678
1075	114.500000	10.781250	-2889.084309
1076	114.500000	11.718750	-2961.650416
1077	114.500000	12.656250	-3020.092662
1078	114.500000	13.593750	-3062.060619
1079	114.500000	14.531250	-3081.247059
1080	114.500000	15.468750	-3068.751614
1081	114.500000	16.406250	-3015.257860
1082	114.500000	17.343750	-2915.470734
1083	114.500000	18.281250	-2776.365780
1084	114.500000	19.218750	-2639.813866
1085	114.500000	20.156250	-2687.857423
1086	114.500000	21.093750	-2447.954155
1087	114.500000	22.031250	-2379.522078
1088	114.500000	22.968750	-2376.153297
1089	114.500000	23.906250	-2385.386092
1090	114.500000	24.843750	-2400.541574
1091	114.500000	25.781250	-2423.162434
1092	114.500000	26.718750	-2455.842594
1093	114.500000	27.656250	-2499.487906
1094	114.500000	28.593750	-2552.886555
1095	114.500000	29.531250	-2612.693436
1096	114.500000	30.468750	-2672.774370
1097	114.500000	31.406250	-2722.484202
1098	114.500000	32.343750	-2743.978793
1099	114.500000	33.281250	-2709.680020
1100	114.500000	34.218750	-2583.251755
1101	114.500000	35.156250	-2330.742337
1102	114.500000	36.093750	-1956.331931
1103	114.500000	37.031250	-1717.158734
1104	114.843750	37.500000	-1426.115946
1105	115.531250	37.500000	-1222.675660
1106	116.218750	37.500000	-1241.594531
1107	116.906250	37.500000	-1296.806036
1108	117.593750	37.500000	-1351.829677
1109	118.281250	37.500000	-1406.298500
1110	118.968750	37.500000	-1495.943267
1111	119.656250	37.500000	-1806.035480
1112	120.000000	37.031250	-2776.140042
1113	120.000000	36.093750	-3165.072788
1114	120.000000	35.156250	-3702.171552
1115	120.000000	34.218750	-4131.023406
1116	120.000000	33.281250	-4448.075159
1117	120.000000	32.343750	-4687.739208
1118	120.000000	31.406250	-4886.548780
1119	120.000000	30.468750	-5071.873762
1120	120.000000	29.531250	-5260.734203
1121	120.000000	28.593750	-5462.014990
1122	120.000000	27.656250	-5678.657478
1123	120.000000	26.718750	-5908.611873
1124	120.000000	25.781250	-6144.343290
1125	120.000000	24.843750	-6371.315266
1126	120.000000	23.906250	-6566.964802
1127	120.000000	22.968750	-6703.748315
1128	120.000000	22.031250	-6762.003300
1129	120.000000	21.093750	-6782.131487
1130	120.000000	20.156250	-6891.165394
1131	120.000000	19.218750	-6684.914946
1132	120.000000	18.281250	-6697.599467
1133	120.000000	17.343750	-6780.657932
1134	120.000000	16.406250	-6889.391361
1135	120.000000	15.468750	-6993.393459
1136	120.000000	14.531250	-7071.255944
1137	120.000000	13.593750	-7110.935606
1138	120.000000	12.656250	-7107.169609
1139	120.000000	11.718750	-7058.532481
1140	120.000000	10.781250	-6965.064850
1141	120.000000	9.843750	-6826.514628
1142	120.000000	8.906250	-6641.001407
1143	120.000000	7.968750	-6404.028030
1144	120.000000	7.031250	-6108.182553
1145	120.000000	6.093750	-5744.734835
1146	120.000000	5.156250	-5309.843981
1147	120.000000	4.218750	-4837.305229
1148	120.000000	3.281250	-4602.759878
1149	120.000000	2.343750	-4216.042578
1150	120.000000	1.406250	-3726.717569
1151	120.000000	0.468750	-3288.770263
1152	120.281250	0.000000	-1426.136945
1153	120.843750	0.000000	-1247.255871
1154	121.406250	0.000000	-1109.149716
1155	121.968750	0.000000	-1009.170828
1156	122.531250	0.000000	-934.861079
1157	123.093750	0.000000	-870.646243
1158	123.656250	0.000000	-802.997606
1159	124.218750	0.000000	-724.685156
1160	124.500000	0.468750	4012.728784
1161	124.500000	1.406250	4380.702367
1162	124.500000	2.343750	4712.068888
1163	124.500000	3.281250	4942.750059
1164	124.500000	4.218750	5087.291668
1165	124.500000	5.156250	5386.805749
1166	124.500000	6.093750	5729.721365
1167	124.500000	7.031250	6098.012852
1168	124.500000	7.968750	6476.226924
1169	124.500000	8.906250	6848.327471
1170	124.500000	9.843750	7201.282968
1171	124.500000	10.781250	7525.494806
1172	124.500000	11.718750	7813.776348
1173	124.500000	12.656250	8060.022947
1174	124.500000	13.593750	8257.896696
1175	124.500000	14.531250	8399.475618
1176	124.500000	15.468750	8473.750839
1177	124.500000	16.406250	8465.070537
1178	124.500000	17.343750	8352.438050
1179	124.500000	18.281250	8112.793755
1180	124.500000	19.218750	7742.757836
1181	124.500000	20.156250	7424.665196
1182	124.500000	21.093750	7086.378354
1183	124.500000	22.031250	6525.874058
1184	124.500000	22.968750	6003.630004
1185	124.500000	23.906250	5563.283498
1186	124.500000	24.843750	5193.067427
1187	124.500000	25.781250	4868.512732
1188	124.500000	26.718750	4566.867102
1189	124.500000	27.656250	4271.956259
1190	124.500000	28.593750	3974.656717
1191	124.500000	29.531250	3672.354671
1192	124.500000	30.468750	3368.853858
1193	124.500000	31.406250	3075.185386
1194	124.500000	32.343750	2811.193385
1195	124.500000	33.281250	2606.826065
1196	124.500000	34.218750	2499.959502
1197	124.500000	35.156250	2524.603102
1198	124.500000	36.093750	2680.427734
1199	124.500000	37.031250	2812.684186
1200	124.843750	37.500000	-1878.790155
1201	125.531250	37.500000	-1686.252005
1202	126.218750	37.500000	-1591.579186
1203	126.906250	37.500000	-1501.642570
1204	127.593750	37.500000	-1398.551371
1205	128.281250	37.500000	-1282.954434
1206	128.968750	37.500000	-1174.043759
1207	129.656250	37.500000	-1166.260117
1208	130.000000	37.031250	-5032.995757
1209	130.000000	36.093750	-5212.144726
1210	130.000000	35.156250	-5525.729643
1211	130.000000	34.218750	-5875.348595
1212	130.000000	33.281250	-6246.728651
1213	130.000000	32.343750	-6623.849992
1214	130.000000	31.406250	-6991.106343
1215	130.000000	30.468750	-7336.197356
1216	130.000000	29.531250	-7650.126971
1217	130.000000	28.593750	-7926.061920
1218	130.000000	27.656250	-8157.996407
1219	130.000000	26.718750	-8339.439029
1220	130.000000	25.781250	-8462.038241
1221	130.000000	24.843750	-8514.046335
1222	130.000000	23.906250	-8478.817331
1223	130.000000	22.968750	-8334.538621
1224	130.000000	22.031250	-8059.119720
1225	130.000000	21.093750	-7665.300636
1226	130.000000	20.156250	-7373.434618
1227	130.000000	19.218750	-6965.004068
1228	130.000000	18.281250	-6391.878457
1229	130.000000	17.343750	-5877.125866
1230	130.000000	16.406250	-5444.384565
1231	130.000000	15.468750	-5077.642007
1232	130.000000	14.531250	-4752.093274
1233	130.000000	13.593750	-4446.203828
1234	130.000000	12.656250	-4145.313228
1235	130.000000	11.718750	-3841.707467
1236	130.000000	10.781250	-3534.094158
1237	130.000000	9.843750	-3227.673936
1238	130.000000	8.906250	-2935.134685
1239	130.000000	7.968750	-2678.310055
1240	130.000000	7.031250	-2489.123852
1241	130.000000	6.093750	-2406.065867
1242	130.000000	5.156250	-2459.586897
1243	130.000000	4.218750	-2633.598951
1244	130.000000	3.281250	-2744.918738
1245	130.000000	2.343750	-2909.999193
1246	130.000000	1.406250	-3036.608532
1247	130.000000	0.468750	-3024.645590
1248	130.281250	0.000000	-1191.687456
1249	130.843750	0.000000	-1299.196699
1250	131.406250	0.000000	-1356.520892
1251	131.968750	0.000000	-1355.661182
1252	132.531250	0.000000	-1291.244810
1253	133.093750	0.000000	-1158.665726
1254	133.656250	0.000000	-955.784359
1255	134.218750	0.000000	-688.394865
1256	134.500000	0.468750	1310.390910
1257	134.500000	1.406250	1675.869790
1258	134.500000	2.343750	2169.743989
1259	134.500000	3.281250	2628.133356
1260	134.500000	4.218750	2958.738183
1261	134.500000	5.156250	3500.777689
1262	134.500000	6.093750	3952.967786
1263	134.500000	7.031250	4289.984119
1264	134.500000	7.968750	4542.929944
1265	134.500000	8.906250	4749.288204
1266	134.500000	9.843750	4938.546459
1267	134.500000	10.781250	5129.629203
1268	134.500000	11.718750	5332.803766
1269	134.500000	12.656250	5552.023126
1270	134.500000	13.593750	5786.164421
1271	134.500000	14.531250	6028.812853
1272	134.500000	15.468750	6266.877221
1273	134.500000	16.406250	6479.261008
1274	134.500000	17.343750	6638.689534
1275	134.500000	18.281250	6722.065882
1276	134.500000	19.218750	6744.726314
1277	134.500000	20.156250	6885.096253
1278	134.500000	21.093750	6699.481415
1279	134.500000	22.031250	6689.623338
1280	134.500000	22.968750	6772.218730
1281	134.500000	23.906250	6886.938940
1282	134.500000	24.843750	7001.894026
1283	134.500000	25.781250	7093.595647
1284	134.500000	26.718750	7148.201357
1285	134.500000	27.656250	7159.262436
1286	134.500000	28.593750	7124.733852
1287	134.500000	29.531250	7044.470199
1288	134.500000	30.468750	6918.358845
1289	134.500000	31.406250	6744.913570
1290	134.500000	32.343750	6520.208028
1291	134.500000	33.281250	6237.378036
1292	134.500000	34.218750	5887.683962
1293	134.500000	35.156250	5465.434587
1294	134.500000	36.093750	4988.033458
1295	134.500000	37.031250	4693.434190
1296	134.843750	37.500000	-168.776479
1297	135.531250	37.500000	-282.870160
1298	136.218750	37.500000	-178.648058
1299	136.906250	37.500000	-43.338202
1300	137.593750	37.500000	85.833432
1301	138.281250	37.500000	208.181547
1302	138.968750	37.500000	359.543533
1303	139.656250	37.500000	725.707106
1304	140.000000	37.031250	480.182320
1305	140.000000	36.093750	917.779792
1306	140.000000	35.156250	1498.289056
1307	140.000000	34.218750	1955.583159
1308	140.000000	33.281250	2279.182092
1309	140.000000	32.343750	2499.654637
1310	140.000000	31.406250	2652.179325
1311	140.000000	30.468750	2764.147974
1312	140.000000	29.531250	2852.809168
1313	140.000000	28.593750	2926.656987
1314	140.000000	27.656250	2987.448946
1315	140.000000	26.718750	3031.885227
1316	140.000000	25.781250	3052.943330
1317	140.000000	24.843750	3041.321174
1318	140.000000	23.906250	2987.933063
1319	140.000000	22.968750	2889.007673
1320	140.000000	22.031250	2755.277481
1321	140.000000	21.093750	2650.416829
1322	140.000000	20.156250	2698.295479
1323	140.000000	19.218750	2460.443665
1324	140.000000	18.281250	2429.944450
1325	140.000000	17.343750	2441.129714
1326	140.000000	16.406250	2461.911270
1327	140.000000	15.468750	2487.981241
1328	140.000000	14.531250	2521.355300
1329	140.000000	13.593750	2564.272526
1330	140.000000	12.656250	2617.099836
1331	140.000000	11.718750	2678.112271
1332	140.000000	10.781250	2743.410113
1333	140.000000	9.843750	2806.069337
1334	140.000000	8.906250	2854.198048
1335	140.000000	7.968750	2868.139524
1336	140.000000	7.031250	2818.271940
1337	140.000000	6.093750	2667.381000
1338	140.000000	5.156250	2384.902344
1339	140.000000	4.218750	1996.877074
1340	140.000000	3.281250	1805.418380
1341	140.000000	2.343750	1472.201530
1342	140.000000	1.406250	1090.452214
1343	140.000000	0.468750	824.983575
1344	140.281250	0.000000	-178.752774
1345	140.843750	0.000000	-357.701106
1346	141.406250	0.000000	-475.272167
1347	141.968750	0.000000	-526.157985
1348	142.531250	0.000000	-512.973951
1349	143.093750	0.000000	-440.785429
1350	143.656250	0.000000	-315.400939
1351	144.218750	0.000000	-145.223916
1352	144.500000	0.468750	-2511.104141
1353	144.500000	1.406250	-2445.778615
1354	144.500000	2.343750	-2234.223266
1355	144.500000	3.281250	-1976.343650
1356	144.500000	4.218750	-1764.305505
1357	144.500000	5.156250	-1481.755589
1358	144.500000	6.093750	-1312.180891
1359	144.500000	7.031250	-1272.213361
1360	144.500000	7.968750	-1332.212910
1361	144.500000	8.906250	-1454.770379
1362	144.500000	9.843750	-1609.269655
1363	144.500000	10.781250	-1775.286296
1364	144.500000	11.718750	-1941.378092
1365	144.500000	12.656250	-2102.938510
1366	144.500000	13.593750	-2260.380612
1367	144.500000	14.531250	-2417.795975
1368	144.500000	15.468750	-2581.748363
1369	144.500000	16.406250	-2759.402028
1370	144.500000	17.343750	-2954.535971
1371	144.500000	18.281250	-3160.032365
1372	144.500000	19.218750	-3343.141790
1373	144.500000	20.156250	-3395.292130
1374	144.500000	21.093750	-3541.079199
1375	144.500000	22.031250	-3554.169344
1376	144.500000	22.968750	-3500.138113
1377	144.500000	23.906250	-3414.496171
1378	144.500000	24.843750	-3302.671869
1379	144.500000	25.781250	-3161.702199
1380	144.500000	26.718750	-2987.369212
1381	144.500000	27.656250	-2777.412390
1382	144.500000	28.593750	-2532.379402
1383	144.500000	29.531250	-2255.911281
1384	144.500000	30.468750	-1955.487423
1385	144.500000	31.406250	-1644.060501
1386	144.500000	32.343750	-1342.511239
1387	144.500000	33.281250	-1081.865344
1388	144.500000	34.218750	-902.025831
1389	144.500000	35.156250	-840.703615
1390	144.500000	36.093750	-903.269845
1391	144.500000	37.031250	-942.423783
1392	144.843750	37.500000	1176.040529
1393	145.531250	37.500000	1050.854974
1394	146.218750	37.500000	1032.533996
1395	146.906250	37.500000	1028.764256
1396	147.593750	37.500000	1022.010270
1397	148.281250	37.500000	1012.777439
1398	148.968750	37.500000	1019.604406
1399	149.656250	37.500000	1135.785580
1400	150.000000	37.031250	3410.524398
1401	150.000000	36.093750	3670.841580
1402	150.000000	35.156250	4045.901575
1403	150.000000	34.218750	4426.210559
1404	150.000000	33.281250	4802.625904
1405	150.000000	32.343750	5171.859261
1406	150.000000	31.406250	5530.858239
1407	150.000000	30.468750	5876.686599
1408	150.000000	29.531250	6206.722177
1409	150.000000	28.593750	6518.805940
1410	150.000000	27.656250	6811.190120
1411	150.000000	26.718750	7082.170000
1412	150.000000	25.781250	7329.315239
1413	150.000000	24.843750	7548.302630
1414	150.000000	23.906250	7731.625626
1415	150.000000	22.968750	7868.147540
1416	150.000000	22.031250	7945.898741
1417	150.000000	21.093750	7975.246247
1418	150.000000	20.156250	8006.348037
1419	150.000000	19.218750	7832.462325
1420	150.000000	18.281250	7731.012716
1421	150.000000	17.343750	7644.015981
1422	150.000000	16.406250	7559.946359
1423	150.000000	15.468750	7466.584664
1424	150.000000	14.531250	7351.788940
1425	150.000000	13.593750	7206.988422
1426	150.000000	12.656250	7027.540396
1427	150.000000	11.718750	6811.921024
1428	150.000000	10.781250	6560.975643
1429	150.000000	9.843750	6277.658705
1430	150.000000	8.906250	5967.331411
1431	150.000000	7.968750	5638.493443
1432	150.000000	7.031250	5303.469998
1433	150.000000	6.093750	4977.805447
1434	150.000000	5.156250	4676.585429
1435	150.000000	4.218750	4417.548334
1436	150.000000	3.281250	4312.038115
1437	150.000000	2.343750	4118.766916
1438	150.000000	1.406250	3823.059551
1439	150.000000	0.468750	3488.907839
1440	150.281250	0.000000	592.556529
1441	150.843750	0.000000	501.208757
1442	151.406250	0.000000	414.763492
1443	151.968750	0.000000	326.298078
1444	152.531250	0.000000	222.608694
1445	153.093750	0.000000	88.456023
1446	153.656250	0.000000	-88.279704
1447	154.218750	0.000000	-309.909737
1448	154.500000	0.468750	-2859.705863
1449	154.500000	1.406250	-3314.296555
1450	154.500000	2.343750	-3824.981288
1451	154.500000	3.281250	-4238.453561
1452	154.500000	4.218750	-4505.933834
1453	154.500000	5.156250	-5018.495877
1454	154.500000	6.093750	-5501.549496
1455	154.500000	7.031250	-5922.510166
1456	154.500000	7.968750	-6286.597144
1457	154.500000	8.906250	-6604.071925
1458	154.500000	9.843750	-6883.967284
1459	154.500000	10.781250	-7132.331044
1460	154.500000	11.718750	-7352.187264
1461	154.500000	12.656250	-7543.879794
1462	154.500000	13.593750	-7705.264554
1463	154.500000	14.531250	-7831.603487
1464	154.500000	15.468750	-7915.246040
1465	154.500000	16.406250	-7945.548917
1466	154.500000	17.343750	-7910.255014
1467	154.500000	18.281250	-7800.896034
1468	154.500000	19.218750	-7638.430910
1469	154.500000	20.156250	-7636.474505
1470	154.500000	21.093750	-7391.641411
1471	154.500000	22.031250	-7141.580577
1472	154.500000	22.968750	-6936.205834
1473	154.500000	23.906250	-6757.895974
1474	154.500000	24.843750	-6594.481840
1475	154.500000	25.781250	-6433.639274
1476	154.500000	26.718750	-6265.775835
1477	154.500000	27.656250	-6084.430737
1478	154.500000	28.593750	-5885.692438
1479	154.500000	29.531250	-5667.485369
1480	154.500000	30.468750	-5428.990787
1481	154.500000	31.406250	-5170.240569
1482	154.500000	32.343750	-4891.877637
1483	154.500000	33.281250	-4595.087483
1484	154.500000	34.218750	-4281.722406
1485	154.500000	35.156250	-3954.812381
1486	154.500000	36.093750	-3624.435240
1487	154.500000	37.031250	-3402.145245
1488	154.843750	37.500000	1043.280730
1489	155.531250	37.500000	1128.448834
1490	156.218750	37.500000	1096.538601
1491	156.906250	37.500000	1040.641930
1492	157.593750	37.500000	979.124350
1493	158.281250	37.500000	912.364838
1494	158.968750	37.500000	822.758404
1495	159.656250	37.500000	617.981347
1496	160.000000	37.031250	1000.509063
1497	160.000000	36.093750	848.112038
1498	160.000000	35.156250	638.911976
1499	160.000000	34.218750	511.978286
