n	x	y	z
1500	160.000000	33.281250	469.769493
1501	160.000000	32.343750	489.678446
1502	160.000000	31.406250	546.235927
1503	160.000000	30.468750	618.985530
1504	160.000000	29.531250	693.718344
1505	160.000000	28.593750	761.212914
1506	160.000000	27.656250	815.560033
1507	160.000000	26.718750	852.718392
1508	160.000000	25.781250	869.314178
1509	160.000000	24.843750	861.445114
1510	160.000000	23.906250	823.118545
1511	160.000000	22.968750	744.086383
1512	160.000000	22.031250	607.957709
1513	160.000000	21.093750	382.776338
1514	160.000000	20.156250	99.654119
1515	160.000000	19.218750	-10.635371
1516	160.000000	18.281250	-338.032046
1517	160.000000	17.343750	-647.088006
1518	160.000000	16.406250	-901.892433
1519	160.000000	15.468750	-1106.019017
1520	160.000000	14.531250	-1272.375799
1521	160.000000	13.593750	-1413.454326
1522	160.000000	12.656250	-1537.834538
1523	160.000000	11.718750	-1649.480506
1524	160.000000	10.781250	-1747.591599
1525	160.000000	9.843750	-1826.010181
1526	160.000000	8.906250	-1871.877838
1527	160.000000	7.968750	-1863.790960
1528	160.000000	7.031250	-1770.840387
1529	160.000000	6.093750	-1556.317901
1530	160.000000	5.156250	-1193.048759
1531	160.000000	4.218750	-713.783715
1532	160.000000	3.281250	-430.145627
1533	160.000000	2.343750	-14.658248
1534	160.000000	1.406250	429.250763
1535	160.000000	0.468750	729.060301
1536	160.281250	0.000000	-40.338990
1537	160.843750	0.000000	203.141844
1538	161.406250	0.000000	382.255731
1539	161.968750	0.000000	491.746940
1540	162.531250	0.000000	534.332879
1541	163.093750	0.000000	515.212076
1542	163.656250	0.000000	440.339835
1543	164.218750	0.000000	318.263346
1544	164.500000	0.468750	1069.089789
1545	164.500000	1.406250	1037.020111
1546	164.500000	2.343750	878.512030
1547	164.500000	3.281250	687.014479
1548	164.500000	4.218750	546.513397
1549	164.500000	5.156250	331.933796
1550	164.500000	6.093750	218.759216
1551	164.500000	7.031250	217.293486
1552	164.500000	7.968750	293.652376
1553	164.500000	8.906250	408.109467
1554	164.500000	9.843750	529.109381
1555	164.500000	10.781250	635.984196
1556	164.500000	11.718750	717.177615
1557	164.500000	12.656250	767.848274
1558	164.500000	13.593750	788.275336
1559	164.500000	14.531250	783.328716
1560	164.500000	15.468750	762.698700
1561	164.500000	16.406250	740.862998
1562	164.500000	17.343750	734.479871
1563	164.500000	18.281250	753.846328
1564	164.500000	19.218750	782.290291
1565	164.500000	20.156250	716.139894
1566	164.500000	21.093750	768.712590
1567	164.500000	22.031250	695.443803
1568	164.500000	22.968750	552.813637
1569	164.500000	23.906250	382.048150
1570	164.500000	24.843750	202.178597
1571	164.500000	25.781250	22.961969
1572	164.500000	26.718750	-152.109303
1573	164.500000	27.656250	-322.696302
1574	164.500000	28.593750	-489.311144
1575	164.500000	29.531250	-651.615844
1576	164.500000	30.468750	-806.920600
1577	164.500000	31.406250	-948.587377
1578	164.500000	32.343750	-1064.301799
1579	164.500000	33.281250	-1134.823876
1580	164.500000	34.218750	-1135.275872
1581	164.500000	35.156250	-1043.101216
1582	164.500000	36.093750	-860.376212
1583	164.500000	37.031250	-725.481529
1584	164.843750	37.500000	123.490637
1585	165.531250	37.500000	207.908348
1586	166.218750	37.500000	184.070715
1587	166.906250	37.500000	145.160305
1588	167.593750	37.500000	109.360337
1589	168.281250	37.500000	76.584079
1590	168.968750	37.500000	28.482731
1591	169.656250	37.500000	-128.269168
1592	170.000000	37.031250	-1861.716283
1593	170.000000	36.093750	-2095.834474
1594	170.000000	35.156250	-2445.015095
1595	170.000000	34.218750	-2795.367614
1596	170.000000	33.281250	-3134.880791
1597	170.000000	32.343750	-3459.081025
1598	170.000000	31.406250	-3765.088346
1599	170.000000	30.468750	-4050.881225
1600	170.000000	29.531250	-4314.831056
1601	170.000000	28.593750	-4555.354943
1602	170.000000	27.656250	-4770.702696
1603	170.000000	26.718750	-4958.897298
1604	170.000000	25.781250	-5117.851072
1605	170.000000	24.843750	-5245.674322
1606	170.000000	23.906250	-5341.162112
1607	170.000000	22.968750	-5404.402330
1608	170.000000	22.031250	-5437.767660
1609	170.000000	21.093750	-5462.237191
1610	170.000000	20.156250	-5525.208605
1611	170.000000	19.218750	-5401.473002
1612	170.000000	18.281250	-5346.415979
1613	170.000000	17.343750	-5291.903132
1614	170.000000	16.406250	-5231.020801
1615	170.000000	15.468750	-5162.862693
1616	170.000000	14.531250	-5085.290080
1617	170.000000	13.593750	-4995.273398
1618	170.000000	12.656250	-4889.576125
1619	170.000000	11.718750	-4765.381989
1620	170.000000	10.781250	-4620.749846
1621	170.000000	9.843750	-4454.850341
1622	170.000000	8.906250	-4267.981727
1623	170.000000	7.968750	-4061.399187
1624	170.000000	7.031250	-3837.032685
1625	170.000000	6.093750	-3597.231331
1626	170.000000	5.156250	-3345.047655
1627	170.000000	4.218750	-3095.882456
1628	170.000000	3.281250	-2975.983088
1629	170.000000	2.343750	-2771.688010
1630	170.000000	1.406250	-2491.807934
1631	170.000000	0.468750	-2207.270609
1632	170.281250	0.000000	-66.940179
1633	170.843750	0.000000	28.544079
1634	171.406250	0.000000	107.391350
1635	171.968750	0.000000	172.626054
1636	172.531250	0.000000	232.615488
1637	173.093750	0.000000	297.435379
1638	173.656250	0.000000	375.443045
1639	174.218750	0.000000	469.641738
1640	174.500000	0.468750	2214.748671
1641	174.500000	1.406250	2492.031417
1642	174.500000	2.343750	2770.001801
1643	174.500000	3.281250	2976.137226
1644	174.500000	4.218750	3099.170346
1645	174.500000	5.156250	3350.094573
1646	174.500000	6.093750	3600.498964
1647	174.500000	7.031250	3833.831951
1648	174.500000	7.968750	4047.040919
1649	174.500000	8.906250	4238.710450
1650	174.500000	9.843750	4408.355292
1651	174.500000	10.781250	4556.228575
1652	174.500000	11.718750	4683.264484
1653	174.500000	12.656250	4791.074621
1654	174.500000	13.593750	4881.919635
1655	174.500000	14.531250	4958.584889
1656	174.500000	15.468750	5024.112360
1657	174.500000	16.406250	5081.378023
1658	174.500000	17.343750	5132.570003
1659	174.500000	18.281250	5178.911108
1660	174.500000	19.218750	5227.836851
1661	174.500000	20.156250	5348.046275
1662	174.500000	21.093750	5284.579575
1663	174.500000	22.031250	5262.830834
1664	174.500000	22.968750	5235.377433
1665	174.500000	23.906250	5181.137151
1666	174.500000	24.843750	5097.699583
1667	174.500000	25.781250	4985.073083
1668	174.500000	26.718750	4844.649275
1669	174.500000	27.656250	4678.456702
1670	174.500000	28.593750	4488.489533
1671	174.500000	29.531250	4276.224550
1672	174.500000	30.468750	4042.394593
1673	174.500000	31.406250	3787.051002
1674	174.500000	32.343750	3509.932449
1675	174.500000	33.281250	3211.133504
1676	174.500000	34.218750	2892.015352
1677	174.500000	35.156250	2556.393958
1678	174.500000	36.093750	2216.770073
1679	174.500000	37.031250	1988.626889
1680	174.843750	37.500000	-367.174909
1681	175.531250	37.500000	-508.676101
1682	176.218750	37.500000	-537.780448
1683	176.906250	37.500000	-547.702719
1684	177.593750	37.500000	-556.660880
1685	178.281250	37.500000	-564.591578
1686	178.968750	37.500000	-553.143708
1687	179.656250	37.500000	-428.951149
1688	180.000000	37.031250	267.182973
1689	180.000000	36.093750	420.163853
1690	180.000000	35.156250	646.949876
1691	180.000000	34.218750	816.534986
1692	180.000000	33.281250	918.673325
1693	180.000000	32.343750	961.121684
1694	180.000000	31.406250	955.323266
1695	180.000000	30.468750	911.612111
1696	180.000000	29.531250	837.839131
1697	180.000000	28.593750	739.442654
1698	180.000000	27.656250	620.037106
1699	180.000000	26.718750	482.261582
1700	180.000000	25.781250	328.915651
1701	180.000000	24.843750	164.484324
1702	180.000000	23.906250	-2.939745
1703	180.000000	22.968750	-159.762250
1704	180.000000	22.031250	-286.321660
1705	180.000000	21.093750	-346.090325
1706	180.000000	20.156250	-290.122725
1707	180.000000	19.218750	-365.493831
1708	180.000000	18.281250	-352.389983
1709	180.000000	17.343750	-344.969593
1710	180.000000	16.406250	-354.862668
1711	180.000000	15.468750	-372.563480
1712	180.000000	14.531250	-385.564989
1713	180.000000	13.593750	-384.562157
1714	180.000000	12.656250	-364.885360
1715	180.000000	11.718750	-326.041305
1716	180.000000	10.781250	-271.122473
1717	180.000000	9.843750	-206.790506
1718	180.000000	8.906250	-143.991839
1719	180.000000	7.968750	-99.177592
1720	180.000000	7.031250	-95.052442
1721	180.000000	6.093750	-158.292666
1722	180.000000	5.156250	-309.670808
1723	180.000000	4.218750	-534.477820
1724	180.000000	3.281250	-669.346271
1725	180.000000	2.343750	-863.753980
1726	180.000000	1.406250	-1053.819574
1727	180.000000	0.468750	-1149.745935
1728	180.281250	0.000000	5.775828
1729	180.843750	0.000000	-141.717709
1730	181.406250	0.000000	-251.208829
1731	181.968750	0.000000	-317.780795
1732	182.531250	0.000000	-340.045968
1733	183.093750	0.000000	-317.711105
1734	183.656250	0.000000	-251.585739
1735	184.218750	0.000000	-146.033376
1736	184.500000	0.468750	-140.632787
1737	184.500000	1.406250	-25.310727
1738	184.500000	2.343750	180.879112
1739	184.500000	3.281250	389.764808
1740	184.500000	4.218750	539.136077
1741	184.500000	5.156250	780.009634
1742	184.500000	6.093750	950.225195
1743	184.500000	7.031250	1035.738084
1744	184.500000	7.968750	1057.229892
1745	184.500000	8.906250	1040.326528
1746	184.500000	9.843750	1005.538729
1747	184.500000	10.781250	965.832425
1748	184.500000	11.718750	927.293450
1749	184.500000	12.656250	890.370842
1750	184.500000	13.593750	850.789542
1751	184.500000	14.531250	799.990448
1752	184.500000	15.468750	725.343703
1753	184.500000	16.406250	610.885456
1754	184.500000	17.343750	440.274476
1755	184.500000	18.281250	204.664952
1756	184.500000	19.218750	-76.518878
1757	184.500000	20.156250	-248.889319
1758	184.500000	21.093750	-455.325712
1759	184.500000	22.031250	-687.772766
1760	184.500000	22.968750	-858.518867
1761	184.500000	23.906250	-970.883831
1762	184.500000	24.843750	-1035.734803
1763	184.500000	25.781250	-1062.810655
1764	184.500000	26.718750	-1059.305646
1765	184.500000	27.656250	-1030.161436
1766	184.500000	28.593750	-978.640831
1767	184.500000	29.531250	-906.972748
1768	184.500000	30.468750	-817.177456
1769	184.500000	31.406250	-712.196676
1770	184.500000	32.343750	-597.335534
1771	184.500000	33.281250	-481.676794
1772	184.500000	34.218750	-378.350381
1773	184.500000	35.156250	-301.515409
1774	184.500000	36.093750	-258.483633
1775	184.500000	37.031250	-240.906522
1776	184.843750	37.500000	-372.913707
1777	185.531250	37.500000	-356.874520
1778	186.218750	37.500000	-333.685320
1779	186.906250	37.500000	-303.024554
1780	187.593750	37.500000	-264.838772
1781	188.281250	37.500000	-219.363901
1782	188.968750	37.500000	-167.132312
1783	189.656250	37.500000	-108.964598
1784	190.000000	37.031250	119.189595
1785	190.000000	36.093750	131.472893
1786	190.000000	35.156250	151.993550
1787	190.000000	34.218750	184.548653
1788	190.000000	33.281250	231.731711
1789	190.000000	32.343750	294.838159
1790	190.000000	31.406250	374.170053
1791	190.000000	30.468750	469.566632
1792	190.000000	29.531250	580.960332
1793	190.000000	28.593750	708.805130
1794	190.000000	27.656250	854.290008
1795	190.000000	26.718750	1019.297157
1796	190.000000	25.781250	1206.086047
1797	190.000000	24.843750	1416.698326
1798	190.000000	23.906250	1652.111775
1799	190.000000	22.968750	1911.237408
1800	190.000000	22.031250	2189.842677
1801	190.000000	21.093750	2477.218582
1802	190.000000	20.156250	2684.728777
1803	190.000000	19.218750	2825.735161
1804	190.000000	18.281250	3077.144197
1805	190.000000	17.343750	3308.111990
1806	190.000000	16.406250	3500.800537
1807	190.000000	15.468750	3650.161548
1808	190.000000	14.531250	3754.270820
1809	190.000000	13.593750	3813.096856
1810	190.000000	12.656250	3827.666932
1811	190.000000	11.718750	3799.473751
1812	190.000000	10.781250	3730.140139
1813	190.000000	9.843750	3621.311777
1814	190.000000	8.906250	3474.732105
1815	190.000000	7.968750	3292.463872
1816	190.000000	7.031250	3077.233974
1817	190.000000	6.093750	2832.892411
1818	190.000000	5.156250	2565.293775
1819	190.000000	4.218750	2294.193814
1820	190.000000	3.281250	2151.491975
1821	190.000000	2.343750	1929.721711
1822	190.000000	1.406250	1643.398217
1823	190.000000	0.468750	1367.697527
1824	190.281250	0.000000	47.290437
1825	190.843750	0.000000	-53.907533
1826	191.406250	0.000000	-136.832142
1827	191.968750	0.000000	-204.924008
1828	192.531250	0.000000	-266.995041
1829	193.093750	0.000000	-333.573564
1830	193.656250	0.000000	-413.457024
1831	194.218750	0.000000	-510.055979
1832	194.500000	0.468750	-1444.260926
1833	194.500000	1.406250	-1709.540324
1834	194.500000	2.343750	-1989.204196
1835	194.500000	3.281250	-2206.747347
1836	194.500000	4.218750	-2345.530608
1837	194.500000	5.156250	-2610.728665
1838	194.500000	6.093750	-2868.672928
1839	194.500000	7.031250	-3098.845015
1840	194.500000	7.968750	-3295.751049
1841	194.500000	8.906250	-3456.792030
1842	194.500000	9.843750	-3580.948602
1843	194.500000	10.781250	-3667.868049
1844	194.500000	11.718750	-3717.176220
1845	194.500000	12.656250	-3728.079222
1846	194.500000	13.593750	-3699.273649
1847	194.500000	14.531250	-3629.163682
1848	194.500000	15.468750	-3516.381095
1849	194.500000	16.406250	-3360.582998
1850	194.500000	17.343750	-3163.451303
1851	194.500000	18.281250	-2929.997156
1852	194.500000	19.218750	-2678.180071
1853	194.500000	20.156250	-2538.983066
1854	194.500000	21.093750	-2335.501039
1855	194.500000	22.031250	-2054.162372
1856	194.500000	22.968750	-1783.240515
1857	194.500000	23.906250	-1533.083461
1858	194.500000	24.843750	-1307.724489
1859	194.500000	25.781250	-1108.291400
1860	194.500000	26.718750	-934.038857
1861	194.500000	27.656250	-783.204267
1862	194.500000	28.593750	-653.654548
1863	194.500000	29.531250	-543.288358
1864	194.500000	30.468750	-450.221633
1865	194.500000	31.406250	-372.812808
1866	194.500000	32.343750	-309.587651
1867	194.500000	33.281250	-259.117579
1868	194.500000	34.218750	-219.897366
1869	194.500000	35.156250	-190.259195
1870	194.500000	36.093750	-168.348418
1871	194.500000	37.031250	-152.170830
1872	194.843750	37.500000	382.320619
1873	195.531250	37.500000	433.377983
1874	196.218750	37.500000	476.861235
1875	196.906250	37.500000	511.964838
1876	197.593750	37.500000	538.173078
1877	198.281250	37.500000	555.267770
1878	198.968750	37.500000	563.320727
1879	199.656250	37.500000	562.672116
1880	200.000000	37.031250	338.040552
1881	200.000000	36.093750	366.746912
1882	200.000000	35.156250	399.219196
1883	200.000000	34.218750	435.886753
1884	200.000000	33.281250	476.932533
1885	200.000000	32.343750	522.188101
1886	200.000000	31.406250	571.013825
1887	200.000000	30.468750	622.159152
1888	200.000000	29.531250	673.595733
1889	200.000000	28.593750	722.314372
1890	200.000000	27.656250	764.075219
1891	200.000000	26.718750	793.100861
1892	200.000000	25.781250	801.713309
1893	200.000000	24.843750	779.975071
1894	200.000000	23.906250	715.605114
1895	200.000000	22.968750	594.993153
1896	200.000000	22.031250	407.107366
1897	200.000000	21.093750	154.278744
1898	200.000000	20.156250	-66.888073
1899	200.000000	19.218750	-244.203861
1900	200.000000	18.281250	-525.333222
1901	200.000000	17.343750	-763.784023
1902	200.000000	16.406250	-943.797610
1903	200.000000	15.468750	-1072.384079
1904	200.000000	14.531250	-1161.044671
1905	200.000000	13.593750	-1220.202191
1906	200.000000	12.656250	-1257.345211
1907	200.000000	11.718750	-1276.700943
1908	200.000000	10.781250	-1279.316752
1909	200.000000	9.843750	-1263.134937
1910	200.000000	8.906250	-1222.968669
1911	200.000000	7.968750	-1150.480981
1912	200.000000	7.031250	-1034.610849
1913	200.000000	6.093750	-863.625609
1914	200.000000	5.156250	-631.066678
1915	200.000000	4.218750	-356.734112
1916	200.000000	3.281250	-192.171060
1917	200.000000	2.343750	36.535042
1918	200.000000	1.406250	285.929570
1919	200.000000	0.468750	470.459121
1920	200.281250	0.000000	-126.162333
1921	200.843750	0.000000	22.921009
1922	201.406250	0.000000	143.183213
1923	201.968750	0.000000	233.891706
1924	202.531250	0.000000	298.792165
1925	203.093750	0.000000	343.054367
1926	203.656250	0.000000	371.543880
1927	204.218750	0.000000	388.211205
1928	204.500000	0.445000	156.151643
1929	204.500000	1.335000	233.352005
1930	204.500000	2.225000	285.417949
1931	204.500000	3.115000	313.463744
1932	204.500000	4.005000	332.328731
1933	204.500000	4.895000	362.705659
1934	204.500000	5.785000	417.452333
1935	204.500000	6.675000	495.241327
1936	204.500000	7.565000	584.857452
1937	204.500000	8.455000	672.702038
1938	204.500000	9.345000	747.499771
1939	204.500000	10.235000	801.626559
1940	204.500000	11.125000	830.680921
1941	204.500000	12.015000	832.650250
1942	204.500000	12.905000	807.324838
1943	204.500000	13.795000	756.185596
1944	204.500000	14.685000	682.794637
1945	204.500000	15.575000	593.561052
1946	204.500000	16.465000	498.440517
1947	204.500000	17.355000	410.516355
1948	204.500000	18.245000	342.794507
1949	204.500000	19.135000	301.450601
1950	204.500000	20.025000	279.183817
1951	204.500000	20.915000	256.809582
1952	204.500000	21.805000	215.349243
1953	204.500000	22.695000	147.722208
1954	204.500000	23.585000	59.698516
1955	204.500000	24.475000	-36.945715
1956	204.500000	25.365000	-130.999103
1957	204.500000	26.255000	-214.773233
1958	204.500000	27.145000	-284.324189
1959	204.500000	28.035000	-338.558224
1960	204.500000	28.925000	-378.187515
1961	204.500000	29.815000	-404.893086
1962	204.500000	30.705000	-420.751713
1963	204.500000	31.595000	-427.880890
1964	204.500000	32.485000	-428.238529
1965	204.500000	33.375000	-423.524234
1966	204.500000	34.265000	-415.144013
1967	204.500000	35.155000	-404.212904
1968	204.500000	36.045000	-391.579113
1969	204.500000	36.935000	-377.859255
1970	204.500000	37.825000	-363.478164
1971	204.500000	38.715000	-348.709127
1972	204.500000	39.605000	-333.711929
1973	204.500000	40.495000	-318.567046
1974	204.500000	41.385000	-303.304979
1975	204.500000	42.275000	-287.930248
1976	204.500000	43.165000	-272.439902
1977	204.500000	44.055000	-256.836758
1978	203.769643	44.500000	-373.951376
1979	202.308929	44.500000	-391.216081
1980	200.848214	44.500000	-394.047362
1981	199.387500	44.500000	-380.158832
1982	197.926786	44.500000	-348.303076
1983	196.466071	44.500000	-298.519717
1984	195.005357	44.500000	-232.179597
1985	193.544643	44.500000	-151.755735
1986	192.083929	44.500000	-60.284640
1987	190.623214	44.500000	39.481552
1988	189.162500	44.500000	146.195205
1989	187.701786	44.500000	261.205858
1990	186.241071	44.500000	389.721836
1991	184.780357	44.500000	540.907520
1992	183.319643	44.500000	724.584305
1993	181.858929	44.500000	940.841202
1994	180.398214	44.500000	1162.382224
1995	178.937500	44.500000	1323.740222
1996	177.476786	44.500000	1341.665173
1997	176.016071	44.500000	1163.785505
1998	174.555357	44.500000	801.644413
1999	173.094643	44.500000	316.051647
2000	171.633929	44.500000	-222.027681
2001	170.173214	44.500000	-747.443679
2002	168.712500	44.500000	-1192.492188
2003	167.251786	44.500000	-1497.665501
2004	165.791071	44.500000	-1650.096711
2005	164.330357	44.500000	-1703.887676
2006	162.869643	44.500000	-1748.358721
2007	161.408929	44.500000	-1845.372144
2008	159.948214	44.500000	-1985.314615
2009	158.487500	44.500000	-2091.262639
2010	157.026786	44.500000	-2068.916735
2011	155.566071	44.500000	-1867.879151
2012	154.105357	44.500000	-1505.358606
2013	152.644643	44.500000	-1039.275869
2014	151.183929	44.500000	-530.955833
2015	149.723214	44.500000	-38.201790
2016	148.262500	44.500000	379.214793
2017	146.801786	44.500000	682.654128
2018	145.341071	44.500000	894.141013
2019	143.880357	44.500000	1100.376922
2020	142.419643	44.500000	1399.693346
2021	140.958929	44.500000	1824.742704
2022	139.498214	44.500000	2295.838461
2023	138.037500	44.500000	2647.740874
2024	136.576786	44.500000	2730.302904
2025	135.116071	44.500000	2508.080987
2026	133.655357	44.500000	2069.309021
2027	132.194643	44.500000	1546.772899
2028	130.733929	44.500000	1043.877753
2029	129.273214	44.500000	626.913249
2030	127.812500	44.500000	340.012755
2031	126.351786	44.500000	188.546272
2032	124.891071	44.500000	112.845379
2033	123.430357	44.500000	3.701288
2034	121.969643	44.500000	-232.943215
2035	120.508929	44.500000	-604.659870
2036	119.048214	44.500000	-1007.705547
2037	117.587500	44.500000	-1282.570936
2038	116.126786	44.500000	-1327.635433
2039	114.666071	44.500000	-1177.709572
2040	113.205357	44.500000	-972.762608
2041	111.744643	44.500000	-847.330806
2042	110.283929	44.500000	-840.560980
2043	108.823214	44.500000	-886.246817
2044	107.362500	44.500000	-868.931832
2045	105.901786	44.500000	-698.789511
2046	104.441071	44.500000	-352.701774
2047	102.980357	44.500000	137.610039
2048	101.519643	44.500000	713.611514
2049	100.058929	44.500000	1287.387798
2050	98.598214	44.500000	1729.791044
2051	97.137500	44.500000	1914.877068
2052	95.676786	44.500000	1809.954744
2053	94.216071	44.500000	1515.105487
2054	92.755357	44.500000	1198.223801
2055	91.294643	44.500000	981.919705
2056	89.833929	44.500000	878.320020
2057	88.373214	44.500000	805.635767
2058	86.912500	44.500000	657.964981
2059	85.451786	44.500000	376.114024
2060	83.991071	44.500000	-29.047226
2061	82.530357	44.500000	-505.572223
2062	81.069643	44.500000	-996.408227
2063	79.608929	44.500000	-1443.850761
2064	78.148214	44.500000	-1784.761035
2065	76.687500	44.500000	-1975.722862
2066	75.226786	44.500000	-2031.607178
2067	73.766071	44.500000	-2027.393391
2068	72.305357	44.500000	-2049.497548
2069	70.844643	44.500000	-2134.948506
2070	69.383929	44.500000	-2244.468386
2071	67.923214	44.500000	-2286.372866
2072	66.462500	44.500000	-2176.725223
2073	65.001786	44.500000	-1891.094572
2074	63.541071	44.500000	-1466.995167
2075	62.080357	44.500000	-966.394719
2076	60.619643	44.500000	-447.934202
2077	59.158929	44.500000	29.867309
2078	57.698214	44.500000	411.118516
2079	56.237500	44.500000	677.108215
2080	54.776786	44.500000	877.984015
2081	53.316071	44.500000	1114.067408
2082	51.855357	44.500000	1467.324894
2083	50.394643	44.500000	1929.576460
2084	48.933929	44.500000	2380.499331
2085	47.473214	44.500000	2646.833411
2086	46.012500	44.500000	2614.956116
2087	44.551786	44.500000	2302.785349
2088	43.091071	44.500000	1827.761504
2089	41.630357	44.500000	1317.111521
2090	40.169643	44.500000	858.296185
2091	38.708929	44.500000	508.963220
2092	37.248214	44.500000	302.365434
2093	35.787500	44.500000	220.679837
2094	34.326786	44.500000	180.080483
2095	32.866071	44.500000	67.646830
2096	31.405357	44.500000	-184.909150
2097	29.944643	44.500000	-542.238853
2098	28.483929	44.500000	-869.573346
2099	27.023214	44.500000	-1017.986673
2100	25.562500	44.500000	-937.304361
2101	24.101786	44.500000	-716.004584
2102	22.641071	44.500000	-509.446036
2103	21.180357	44.500000	-425.039488
2104	19.719643	44.500000	-460.435404
2105	18.258929	44.500000	-523.007746
2106	16.798214	44.500000	-499.411903
2107	15.337500	44.500000	-322.727590
2108	13.876786	44.500000	7.644058
2109	12.416071	44.500000	450.360636
2110	10.955357	44.500000	940.681877
2111	9.494643	44.500000	1376.042923
2112	8.033929	44.500000	1618.582898
2113	6.573214	44.500000	1563.893914
2114	5.112500	44.500000	1223.228660
2115	3.651786	44.500000	725.182267
2116	2.191071	44.500000	229.024229
2117	0.730357	44.500000	-162.724418
2118	0.000000	44.055000	337.051642
2119	0.000000	43.165000	166.888526
2120	0.000000	42.275000	-28.714243
2121	0.000000	41.385000	-239.940005
2122	0.000000	40.495000	-449.604964
2123	0.000000	39.605000	-634.085153
2124	0.000000	38.715000	-770.017358
2125	0.000000	37.825000	-848.015385
2126	0.000000	36.935000	-885.535573
2127	0.000000	36.045000	-922.563948
2128	0.000000	35.155000	-996.751811
2129	0.000000	34.265000	-1120.617337
2130	0.000000	33.375000	-1280.570181
2131	0.000000	32.485000	-1450.855792
2132	0.000000	31.595000	-1606.455629
2133	0.000000	30.705000	-1728.802056
2134	0.000000	29.815000	-1806.282363
2135	0.000000	28.925000	-1832.786921
2136	0.000000	28.035000	-1806.242554
2137	0.000000	27.145000	-1727.914505
2138	0.000000	26.255000	-1602.689554
2139	0.000000	25.365000	-1440.257388
2140	0.000000	24.475000	-1256.691465
2141	0.000000	23.585000	-1075.019827
2142	0.000000	22.695000	-921.963297
2143	0.000000	21.805000	-817.749753
2144	0.000000	20.915000	-761.058162
2145	0.000000	20.025000	-722.158689
2146	0.000000	19.135000	-658.052928
2147	0.000000	18.245000	-540.057174
2148	0.000000	17.355000	-367.419307
2149	0.000000	16.465000	-159.356866
2150	0.000000	15.575000	59.926855
2151	0.000000	14.685000	270.861623
2152	0.000000	13.795000	461.277150
2153	0.000000	12.905000	625.459076
2154	0.000000	12.015000	762.151496
2155	0.000000	11.125000	872.730184
2156	0.000000	10.235000	959.879811
2157	0.000000	9.345000	1026.746642
2158	0.000000	8.455000	1076.443712
2159	0.000000	7.565000	1111.790274
2160	0.000000	6.675000	1135.197348
2161	0.000000	5.785000	1148.640230
2162	0.000000	4.895000	1153.680453
2163	0.000000	4.005000	1151.514129
2164	0.000000	3.115000	1143.032604
2165	0.000000	2.225000	1128.886818
2166	0.000000	1.335000	1109.549972
2167	0.000000	0.445000	1085.375066
