n	x	y	J	J0
601	64.500000	16.406250	-11.615884	-7.743923
602	64.500000	17.343750	-11.593247	-7.728832
603	64.500000	18.281250	-11.463104	-7.642069
604	64.500000	19.218750	-11.256065	-7.504043
605	64.500000	20.156250	-11.291640	-7.527760
606	64.500000	21.093750	-10.963780	-7.309187
607	64.500000	22.031250	-10.627956	-7.085304
608	64.500000	22.968750	-10.358037	-6.905358
609	64.500000	23.906250	-10.126619	-6.751079
610	64.500000	24.843750	-9.914540	-6.609693
611	64.500000	25.781250	-9.702496	-6.468331
612	64.500000	26.718750	-9.475398	-6.316932
613	64.500000	27.656250	-9.222991	-6.148661
614	64.500000	28.593750	-8.939003	-5.959335
615	64.500000	29.531250	-8.620077	-5.746718
616	64.500000	30.468750	-8.264916	-5.509944
617	64.500000	31.406250	-7.873671	-5.249114
618	64.500000	32.343750	-7.447569	-4.965046
619	64.500000	33.281250	-6.988806	-4.659204
620	64.500000	34.218750	-6.500710	-4.333806
621	64.500000	35.156250	-5.988486	-3.992324
622	64.500000	36.093750	-5.468000	-3.645333
623	64.500000	37.031250	-5.107386	-3.404924
624	64.843750	37.500000	1.638189	1.092126
625	65.531250	37.500000	1.767749	1.178500
626	66.218750	37.500000	1.722451	1.148301
627	66.906250	37.500000	1.642009	1.094672
628	67.593750	37.500000	1.554053	1.036035
629	68.281250	37.500000	1.459245	0.972830
630	68.968750	37.500000	1.331280	0.887520
631	69.656250	37.500000	1.031788	0.687859
632	70.000000	37.031250	1.382613	0.921742
633	70.000000	36.093750	1.192017	0.794678
634	70.000000	35.156250	0.914615	0.609743
635	70.000000	34.218750	0.757554	0.505036
636	70.000000	33.281250	0.723136	0.482091
637	70.000000	32.343750	0.776197	0.517465
638	70.000000	31.406250	0.877465	0.584977
639	70.000000	30.468750	0.995421	0.663614
640	70.000000	29.531250	1.108184	0.738789
641	70.000000	28.593750	1.201649	0.801099
642	70.000000	27.656250	1.266986	0.844658
643	70.000000	26.718750	1.298479	0.865653
644	70.000000	25.781250	1.291714	0.861142
645	70.000000	24.843750	1.241763	0.827842
646	70.000000	23.906250	1.140817	0.760545
647	70.000000	22.968750	0.974888	0.649925
648	70.000000	22.031250	0.720930	0.480620
649	70.000000	21.093750	0.332648	0.221765
650	70.000000	20.156250	-0.141619	-0.094413
651	70.000000	19.218750	-0.354071	-0.236047
652	70.000000	18.281250	-0.888074	-0.592049
653	70.000000	17.343750	-1.389068	-0.926045
654	70.000000	16.406250	-1.802000	-1.201334
655	70.000000	15.468750	-2.131289	-1.420860
656	70.000000	14.531250	-2.395619	-1.597079
657	70.000000	13.593750	-2.613325	-1.742217
658	70.000000	12.656250	-2.797151	-1.864767
659	70.000000	11.718750	-2.953171	-1.968781
660	70.000000	10.781250	-3.080547	-2.053698
661	70.000000	9.843750	-3.170605	-2.113737
662	70.000000	8.906250	-3.204782	-2.136521
663	70.000000	7.968750	-3.151820	-2.101214
664	70.000000	7.031250	-2.966290	-1.977526
665	70.000000	6.093750	-2.594109	-1.729406
666	70.000000	5.156250	-1.995514	-1.330343
667	70.000000	4.218750	-1.220614	-0.813743
668	70.000000	3.281250	-0.737792	-0.491861
669	70.000000	2.343750	-0.056727	-0.037818
670	70.000000	1.406250	0.666614	0.444409
671	70.000000	0.468750	1.172703	0.781802
672	70.281250	0.000000	-0.370392	-0.246928
673	70.843750	0.000000	-0.000609	-0.000406
674	71.406250	0.000000	0.274022	0.182681
675	71.968750	0.000000	0.445753	0.297169
676	72.531250	0.000000	0.518801	0.345867
677	73.093750	0.000000	0.501113	0.334076
678	73.656250	0.000000	0.401780	0.267853
679	74.218750	0.000000	0.233784	0.155856
680	74.500000	0.468750	1.301897	0.867931
681	74.500000	1.406250	1.319903	0.879935
682	74.500000	2.343750	1.152460	0.768307
683	74.500000	3.281250	0.939026	0.626017
684	74.500000	4.218750	0.804704	0.536469
685	74.500000	5.156250	0.560847	0.373898
686	74.500000	6.093750	0.469480	0.312987
687	74.500000	7.031250	0.544710	0.363140
688	74.500000	7.968750	0.734223	0.489482
689	74.500000	8.906250	0.976838	0.651225
690	74.500000	9.843750	1.223568	0.815712
691	74.500000	10.781250	1.441753	0.961169
692	74.500000	11.718750	1.612467	1.074978
693	74.500000	12.656250	1.727006	1.151337
694	74.500000	13.593750	1.784586	1.189724
695	74.500000	14.531250	1.791641	1.194427
696	74.500000	15.468750	1.762248	1.174832
697	74.500000	16.406250	1.718146	1.145430
698	74.500000	17.343750	1.684866	1.123244
699	74.500000	18.281250	1.678929	1.119286
700	74.500000	19.218750	1.676898	1.117932
701	74.500000	20.156250	1.525269	1.016846
702	74.500000	21.093750	1.546354	1.030902
703	74.500000	22.031250	1.375849	0.917233
704	74.500000	22.968750	1.101093	0.734062
705	74.500000	23.906250	0.786484	0.524323
706	74.500000	24.843750	0.462948	0.308632
707	74.500000	25.781250	0.147223	0.098149
708	74.500000	26.718750	-0.153704	-0.102469
709	74.500000	27.656250	-0.437982	-0.291988
710	74.500000	28.593750	-0.705478	-0.470318
711	74.500000	29.531250	-0.955236	-0.636824
712	74.500000	30.468750	-1.183238	-0.788826
713	74.500000	31.406250	-1.380005	-0.920003
714	74.500000	32.343750	-1.527989	-1.018659
715	74.500000	33.281250	-1.599678	-1.066452
716	74.500000	34.218750	-1.559483	-1.039655
717	74.500000	35.156250	-1.375610	-0.917073
718	74.500000	36.093750	-1.053439	-0.702292
719	74.500000	37.031250	-0.802921	-0.535281
720	74.843750	37.500000	0.402954	0.268636
721	75.531250	37.500000	0.554436	0.369624
722	76.218750	37.500000	0.546601	0.364401
723	76.906250	37.500000	0.519505	0.346337
724	77.593750	37.500000	0.500717	0.333811
725	78.281250	37.500000	0.490412	0.326941
726	78.968750	37.500000	0.461378	0.307585
727	79.656250	37.500000	0.273936	0.182624
728	80.000000	37.031250	-3.403502	-2.269001
729	80.000000	36.093750	-3.702940	-2.468626
730	80.000000	35.156250	-4.172043	-2.781362
731	80.000000	34.218750	-4.644285	-3.096190
732	80.000000	33.281250	-5.105328	-3.403552
733	80.000000	32.343750	-5.551278	-3.700852
734	80.000000	31.406250	-5.979730	-3.986487
735	80.000000	30.468750	-6.388778	-4.259185
736	80.000000	29.531250	-6.776525	-4.517683
737	80.000000	28.593750	-7.140774	-4.760516
738	80.000000	27.656250	-7.478859	-4.985906
739	80.000000	26.718750	-7.787596	-5.191731
740	80.000000	25.781250	-8.063372	-5.375581
741	80.000000	24.843750	-8.302427	-5.534951
742	80.000000	23.906250	-8.501358	-5.667572
743	80.000000	22.968750	-8.657852	-5.771902
744	80.000000	22.031250	-8.772100	-5.848066
745	80.000000	21.093750	-8.871384	-5.914256
746	80.000000	20.156250	-9.022096	-6.014731
747	80.000000	19.218750	-8.881638	-5.921092
748	80.000000	18.281250	-8.828744	-5.885829
749	80.000000	17.343750	-8.757784	-5.838522
750	80.000000	16.406250	-8.656232	-5.770821
751	80.000000	15.468750	-8.522008	-5.681339
752	80.000000	14.531250	-8.352590	-5.568393
753	80.000000	13.593750	-8.145322	-5.430214
754	80.000000	12.656250	-7.898144	-5.265429
755	80.000000	11.718750	-7.610186	-5.073457
756	80.000000	10.781250	-7.282121	-4.854747
757	80.000000	9.843750	-6.916249	-4.610833
758	80.000000	8.906250	-6.516315	-4.344210
759	80.000000	7.968750	-6.087123	-4.058082
760	80.000000	7.031250	-5.634048	-3.756032
761	80.000000	6.093750	-5.162636	-3.441758
762	80.000000	5.156250	-4.679050	-3.119367
763	80.000000	4.218750	-4.207577	-2.805051
764	80.000000	3.281250	-3.938427	-2.625618
765	80.000000	2.343750	-3.551656	-2.367771
766	80.000000	1.406250	-3.060783	-2.040522
767	80.000000	0.468750	-2.572308	-1.714872
768	80.281250	0.000000	0.002882	0.001921
769	80.843750	0.000000	0.199711	0.133141
770	81.406250	0.000000	0.375832	0.250555
771	81.968750	0.000000	0.535854	0.357236
772	82.531250	0.000000	0.692370	0.461580
773	83.093750	0.000000	0.860495	0.573663
774	83.656250	0.000000	1.052719	0.701813
775	84.218750	0.000000	1.273450	0.848967
776	84.500000	0.468750	2.128226	1.418817
777	84.500000	1.406250	2.575024	1.716683
778	84.500000	2.343750	3.034777	2.023185
779	84.500000	3.281250	3.399499	2.266333
780	84.500000	4.218750	3.653075	2.435384
781	84.500000	5.156250	4.112733	2.741822
782	84.500000	6.093750	4.586480	3.057653
783	84.500000	7.031250	5.049904	3.366602
784	84.500000	7.968750	5.498491	3.665661
785	84.500000	8.906250	5.929655	3.953103
786	84.500000	9.843750	6.341443	4.227629
787	84.500000	10.781250	6.731998	4.487999
788	84.500000	11.718750	7.099215	4.732810
789	84.500000	12.656250	7.440549	4.960366
790	84.500000	13.593750	7.752939	5.168626
791	84.500000	14.531250	8.032870	5.355246
792	84.500000	15.468750	8.276606	5.517737
793	84.500000	16.406250	8.480655	5.653770
794	84.500000	17.343750	8.642451	5.761634
795	84.500000	18.281250	8.761460	5.840973
796	84.500000	19.218750	8.851029	5.900686
797	84.500000	20.156250	9.021015	6.014010
798	84.500000	21.093750	8.899144	5.932763
799	84.500000	22.031250	8.834695	5.889797
800	84.500000	22.968750	8.766080	5.844053
801	84.500000	23.906250	8.667555	5.778370
802	84.500000	24.843750	8.536950	5.691300
803	84.500000	25.781250	8.371878	5.581252
804	84.500000	26.718750	8.169683	5.446455
805	84.500000	27.656250	7.928159	5.285440
806	84.500000	28.593750	7.646187	5.097458
807	84.500000	29.531250	7.324137	4.882758
808	84.500000	30.468750	6.964006	4.642671
809	84.500000	31.406250	6.569289	4.379526
810	84.500000	32.343750	6.144625	4.096417
811	84.500000	33.281250	5.695319	3.796879
812	84.500000	34.218750	5.226897	3.484598
813	84.500000	35.156250	4.745216	3.163478
814	84.500000	36.093750	4.264853	2.843235
815	84.500000	37.031250	3.950840	2.633893
816	84.843750	37.500000	0.447112	0.298075
817	85.531250	37.500000	0.328791	0.219194
818	86.218750	37.500000	0.383648	0.255765
819	86.906250	37.500000	0.471034	0.314023
820	87.593750	37.500000	0.562515	0.375010
821	88.281250	37.500000	0.656759	0.437839
822	88.968750	37.500000	0.779532	0.519688
823	89.656250	37.500000	1.068773	0.712515
824	90.000000	37.031250	-0.897759	-0.598506
825	90.000000	36.093750	-0.725730	-0.483820
826	90.000000	35.156250	-0.501730	-0.334486
827	90.000000	34.218750	-0.445639	-0.297092
828	90.000000	33.281250	-0.548616	-0.365744
829	90.000000	32.343750	-0.753708	-0.502472
830	90.000000	31.406250	-1.001204	-0.667469
831	90.000000	30.468750	-1.245391	-0.830261
832	90.000000	29.531250	-1.456643	-0.971095
833	90.000000	28.593750	-1.618325	-1.078883
834	90.000000	27.656250	-1.723434	-1.148956
835	90.000000	26.718750	-1.772620	-1.181746
836	90.000000	25.781250	-1.773764	-1.182509
837	90.000000	24.843750	-1.742506	-1.161670
838	90.000000	23.906250	-1.701830	-1.134553
839	90.000000	22.968750	-1.676818	-1.117878
840	90.000000	22.031250	-1.679538	-1.119692
841	90.000000	21.093750	-1.665513	-1.110342
842	90.000000	20.156250	-1.520028	-1.013352
843	90.000000	19.218750	-1.539868	-1.026579
844	90.000000	18.281250	-1.340444	-0.893629
845	90.000000	17.343750	-1.058208	-0.705472
846	90.000000	16.406250	-0.743468	-0.495646
847	90.000000	15.468750	-0.424008	-0.282672
848	90.000000	14.531250	-0.114169	-0.076113
849	90.000000	13.593750	0.180461	0.120308
850	90.000000	12.656250	0.458650	0.305767
851	90.000000	11.718750	0.720315	0.480210
852	90.000000	10.781250	0.964097	0.642731
853	90.000000	9.843750	1.185110	0.790074
854	90.000000	8.906250	1.372488	0.914992
855	90.000000	7.968750	1.506798	1.004532
856	90.000000	7.031250	1.558559	1.039039
857	90.000000	6.093750	1.491538	0.994359
858	90.000000	5.156250	1.277569	0.851713
859	90.000000	4.218750	0.940999	0.627333
860	90.000000	3.281250	0.728566	0.485711
861	90.000000	2.343750	0.417266	0.278177
862	90.000000	1.406250	0.103783	0.069189
863	90.000000	0.468750	-0.076559	-0.051039
864	90.281250	0.000000	1.612295	1.074864
865	90.843750	0.000000	1.488817	0.992545
866	91.406250	0.000000	1.419102	0.946068
867	91.968750	0.000000	1.409533	0.939689
868	92.531250	0.000000	1.461195	0.974130
869	93.093750	0.000000	1.573550	1.049033
870	93.656250	0.000000	1.744444	1.162962
871	94.218750	0.000000	1.966453	1.310969
872	94.500000	0.468750	-1.921025	-1.280683
873	94.500000	1.406250	-1.828044	-1.218696
874	94.500000	2.343750	-1.594825	-1.063217
875	94.500000	3.281250	-1.354704	-0.903136
876	94.500000	4.218750	-1.202147	-0.801431
877	94.500000	5.156250	-0.911688	-0.607792
878	94.500000	6.093750	-0.727339	-0.484892
879	94.500000	7.031250	-0.670441	-0.446961
880	94.500000	7.968750	-0.709527	-0.473018
881	94.500000	8.906250	-0.804740	-0.536494
882	94.500000	9.843750	-0.922642	-0.615095
883	94.500000	10.781250	-1.039503	-0.693002
884	94.500000	11.718750	-1.139845	-0.759896
885	94.500000	12.656250	-1.213943	-0.809295
886	94.500000	13.593750	-1.255577	-0.837051
887	94.500000	14.531250	-1.260171	-0.840114
888	94.500000	15.468750	-1.223019	-0.815346
889	94.500000	16.406250	-1.137072	-0.758048
890	94.500000	17.343750	-0.989811	-0.659874
891	94.500000	18.281250	-0.760055	-0.506703
892	94.500000	19.218750	-0.412098	-0.274732
893	94.500000	20.156250	0.100097	0.066732
894	94.500000	21.093750	0.278723	0.185815
895	94.500000	22.031250	0.782326	0.521551
896	94.500000	22.968750	1.294103	0.862735
897	94.500000	23.906250	1.721240	1.147494
898	94.500000	24.843750	2.062275	1.374850
899	94.500000	25.781250	2.334654	1.556436
900	94.500000	26.718750	2.557463	1.704975
901	94.500000	27.656250	2.744755	1.829836
902	94.500000	28.593750	2.903984	1.935989
903	94.500000	29.531250	3.035757	2.023838
904	94.500000	30.468750	3.133109	2.088739
905	94.500000	31.406250	3.179675	2.119783
906	94.500000	32.343750	3.146949	2.097966
907	94.500000	33.281250	2.992232	1.994821
908	94.500000	34.218750	2.662060	1.774707
909	94.500000	35.156250	2.110647	1.407098
910	94.500000	36.093750	1.354368	0.902912
911	94.500000	37.031250	0.793498	0.528999
912	94.843750	37.500000	1.295308	0.863538
913	95.531250	37.500000	0.874088	0.582725
914	96.218750	37.500000	0.774663	0.516442
915	96.906250	37.500000	0.717623	0.478415
916	97.593750	37.500000	0.648495	0.432330
917	98.281250	37.500000	0.567588	0.378392
918	98.968750	37.500000	0.529990	0.353327
919	99.656250	37.500000	0.815729	0.543819
920	100.000000	37.031250	6.237061	4.158040
921	100.000000	36.093750	6.691846	4.461231
922	100.000000	35.156250	7.435314	4.956876
923	100.000000	34.218750	8.112774	5.408516
924	100.000000	33.281250	8.700570	5.800380
925	100.000000	32.343750	9.209887	6.139924
926	100.000000	31.406250	9.656632	6.437755
927	100.000000	30.468750	10.053916	6.702611
928	100.000000	29.531250	10.410161	6.940107
929	100.000000	28.593750	10.729250	7.152833
930	100.000000	27.656250	11.011026	7.340684
931	100.000000	26.718750	11.251485	7.500990
932	100.000000	25.781250	11.442522	7.628348
933	100.000000	24.843750	11.571442	7.714295
934	100.000000	23.906250	11.621081	7.747388
935	100.000000	22.968750	11.572697	7.715131
936	100.000000	22.031250	11.416177	7.610785
937	100.000000	21.093750	11.216904	7.477936
938	100.000000	20.156250	11.257035	7.504690
939	100.000000	19.218750	10.860956	7.240638
940	100.000000	18.281250	10.539797	7.026531
941	100.000000	17.343750	10.273549	6.849033
942	100.000000	16.406250	10.042569	6.695046
943	100.000000	15.468750	9.827199	6.551466
944	100.000000	14.531250	9.608858	6.405906
945	100.000000	13.593750	9.373520	6.249013
946	100.000000	12.656250	9.111873	6.074582
947	100.000000	11.718750	8.818359	5.878906
948	100.000000	10.781250	8.490137	5.660091
949	100.000000	9.843750	8.126268	5.417512
950	100.000000	8.906250	7.727160	5.151440
951	100.000000	7.968750	7.294242	4.862828
952	100.000000	7.031250	6.829911	4.553274
953	100.000000	6.093750	6.337764	4.225176
954	100.000000	5.156250	5.823659	3.882439
955	100.000000	4.218750	5.313523	3.542348
956	100.000000	3.281250	5.000919	3.333946
957	100.000000	2.343750	4.570165	3.046777
958	100.000000	1.406250	4.038846	2.692564
959	100.000000	0.468750	3.516308	2.344205
960	100.281250	0.000000	2.307153	1.538102
961	100.843750	0.000000	2.102373	1.401582
962	101.406250	0.000000	1.917576	1.278384
963	101.968750	0.000000	1.748516	1.165677
964	102.531250	0.000000	1.582920	1.055280
965	103.093750	0.000000	1.405935	0.937290
966	103.656250	0.000000	1.205266	0.803511
967	104.218750	0.000000	0.976623	0.651082
968	104.500000	0.468750	-3.442181	-2.294787
969	104.500000	1.406250	-4.010172	-2.673448
970	104.500000	2.343750	-4.584418	-3.056278
971	104.500000	3.281250	-5.058539	-3.372359
972	104.500000	4.218750	-5.419185	-3.612790
973	104.500000	5.156250	-5.986538	-3.991025
974	104.500000	6.093750	-6.570713	-4.380475
975	104.500000	7.031250	-7.147851	-4.765234
976	104.500000	7.968750	-7.712326	-5.141551
977	104.500000	8.906250	-8.259226	-5.506151
978	104.500000	9.843750	-8.783849	-5.855900
979	104.500000	10.781250	-9.281987	-6.187992
980	104.500000	11.718750	-9.750190	-6.500126
981	104.500000	12.656250	-10.185765	-6.790510
982	104.500000	13.593750	-10.586338	-7.057558
983	104.500000	14.531250	-10.948818	-7.299212
984	104.500000	15.468750	-11.267754	-7.511836
985	104.500000	16.406250	-11.533351	-7.688900
986	104.500000	17.343750	-11.730342	-7.820228
987	104.500000	18.281250	-11.840720	-7.893813
988	104.500000	19.218750	-11.864168	-7.909445
989	104.500000	20.156250	-11.914937	-7.943291
990	104.500000	21.093750	-11.649908	-7.766605
991	104.500000	22.031250	-11.457496	-7.638331
992	104.500000	22.968750	-11.300184	-7.533456
993	104.500000	23.906250	-11.151964	-7.434643
994	104.500000	24.843750	-10.996009	-7.330673
995	104.500000	25.781250	-10.813891	-7.209260
996	104.500000	26.718750	-10.591884	-7.061256
997	104.500000	27.656250	-10.322205	-6.881470
998	104.500000	28.593750	-10.001945	-6.667963
999	104.500000	29.531250	-9.631847	-6.421231
1000	104.500000	30.468750	-9.215752	-6.143834
1001	104.500000	31.406250	-8.760886	-5.840591
1002	104.500000	32.343750	-8.278868	-5.519245
1003	104.500000	33.281250	-7.786860	-5.191240
1004	104.500000	34.218750	-7.307273	-4.871516
1005	104.500000	35.156250	-6.863286	-4.575524
1006	104.500000	36.093750	-6.475534	-4.317023
1007	104.500000	37.031250	-6.290896	-4.193931
1008	104.843750	37.500000	-0.063966	-0.042644
1009	105.531250	37.500000	-0.045556	-0.030371
1010	106.218750	37.500000	-0.195231	-0.130154
1011	106.906250	37.500000	-0.372209	-0.248140
1012	107.593750	37.500000	-0.548227	-0.365485
1013	108.281250	37.500000	-0.722437	-0.481625
1014	108.968750	37.500000	-0.921391	-0.614261
1015	109.656250	37.500000	-1.284100	-0.856066
1016	110.000000	37.031250	2.723765	1.815844
1017	110.000000	36.093750	2.356684	1.571123
1018	110.000000	35.156250	1.945907	1.297271
1019	110.000000	34.218750	1.724272	1.149515
1020	110.000000	33.281250	1.693317	1.128878
1021	110.000000	32.343750	1.803431	1.202287
1022	110.000000	31.406250	1.999550	1.333034
1023	110.000000	30.468750	2.238768	1.492512
1024	110.000000	29.531250	2.493367	1.662245
1025	110.000000	28.593750	2.748433	1.832289
1026	110.000000	27.656250	2.998657	1.999105
1027	110.000000	26.718750	3.245765	2.163843
1028	110.000000	25.781250	3.496606	2.331070
1029	110.000000	24.843750	3.761272	2.507515
1030	110.000000	23.906250	4.049864	2.699909
1031	110.000000	22.968750	4.365570	2.910380
1032	110.000000	22.031250	4.692307	3.128205
1033	110.000000	21.093750	4.961657	3.307771
1034	110.000000	20.156250	5.053997	3.369331
1035	110.000000	19.218750	5.284220	3.522813
1036	110.000000	18.281250	5.291212	3.527475
1037	110.000000	17.343750	5.217625	3.478416
1038	110.000000	16.406250	5.098845	3.399230
1039	110.000000	15.468750	4.939043	3.292695
1040	110.000000	14.531250	4.732471	3.154980
1041	110.000000	13.593750	4.472930	2.981953
1042	110.000000	12.656250	4.157639	2.771760
1043	110.000000	11.718750	3.788167	2.525445
1044	110.000000	10.781250	3.370907	2.247271
1045	110.000000	9.843750	2.918439	1.945626
1046	110.000000	8.906250	2.452263	1.634842
1047	110.000000	7.968750	2.006607	1.337738
1048	110.000000	7.031250	1.631242	1.087495
1049	110.000000	6.093750	1.387522	0.925015
1050	110.000000	5.156250	1.327461	0.884974
1051	110.000000	4.218750	1.436313	0.957542
1052	110.000000	3.281250	1.451161	0.967441
1053	110.000000	2.343750	1.559608	1.039739
1054	110.000000	1.406250	1.635410	1.090273
1055	110.000000	0.468750	1.537933	1.025288
1056	110.281250	0.000000	0.499733	0.333155
1057	110.843750	0.000000	0.577441	0.384961
1058	111.406250	0.000000	0.583941	0.389294
1059	111.968750	0.000000	0.506658	0.337772
1060	112.531250	0.000000	0.336921	0.224614
1061	113.093750	0.000000	0.067213	0.044809
1062	113.656250	0.000000	-0.306249	-0.204166
1063	114.218750	0.000000	-0.775270	-0.516847
1064	114.500000	0.468750	1.417205	0.944803
1065	114.500000	1.406250	0.858864	0.572576
1066	114.500000	2.343750	0.069736	0.046491
1067	114.500000	3.281250	-0.692160	-0.461440
1068	114.500000	4.218750	-1.272302	-0.848202
1069	114.500000	5.156250	-2.162303	-1.441535
1070	114.500000	6.093750	-2.894816	-1.929877
1071	114.500000	7.031250	-3.420383	-2.280256
1072	114.500000	7.968750	-3.778883	-2.519255
1073	114.500000	8.906250	-4.023803	-2.682535
1074	114.500000	9.843750	-4.199113	-2.799409
1075	114.500000	10.781250	-4.333626	-2.889084
1076	114.500000	11.718750	-4.442476	-2.961650
1077	114.500000	12.656250	-4.530139	-3.020093
1078	114.500000	13.593750	-4.593091	-3.062061
1079	114.500000	14.531250	-4.621871	-3.081247
1080	114.500000	15.468750	-4.603127	-3.068752
1081	114.500000	16.406250	-4.522887	-3.015258
1082	114.500000	17.343750	-4.373206	-2.915471
1083	114.500000	18.281250	-4.164549	-2.776366
1084	114.500000	19.218750	-3.959721	-2.639814
1085	114.500000	20.156250	-4.031786	-2.687857
1086	114.500000	21.093750	-3.671931	-2.447954
1087	114.500000	22.031250	-3.569283	-2.379522
1088	114.500000	22.968750	-3.564230	-2.376153
1089	114.500000	23.906250	-3.578079	-2.385386
1090	114.500000	24.843750	-3.600812	-2.400542
1091	114.500000	25.781250	-3.634744	-2.423162
1092	114.500000	26.718750	-3.683764	-2.455843
1093	114.500000	27.656250	-3.749232	-2.499488
1094	114.500000	28.593750	-3.829330	-2.552887
1095	114.500000	29.531250	-3.919040	-2.612693
1096	114.500000	30.468750	-4.009162	-2.672774
1097	114.500000	31.406250	-4.083726	-2.722484
1098	114.500000	32.343750	-4.115968	-2.743979
1099	114.500000	33.281250	-4.064520	-2.709680
1100	114.500000	34.218750	-3.874878	-2.583252
1101	114.500000	35.156250	-3.496114	-2.330742
1102	114.500000	36.093750	-2.934498	-1.956332
1103	114.500000	37.031250	-2.575738	-1.717159
1104	114.843750	37.500000	-2.139174	-1.426116
1105	115.531250	37.500000	-1.834013	-1.222676
1106	116.218750	37.500000	-1.862392	-1.241595
1107	116.906250	37.500000	-1.945209	-1.296806
1108	117.593750	37.500000	-2.027745	-1.351830
1109	118.281250	37.500000	-2.109448	-1.406299
1110	118.968750	37.500000	-2.243915	-1.495943
1111	119.656250	37.500000	-2.709053	-1.806035
1112	120.000000	37.031250	-4.164210	-2.776140
1113	120.000000	36.093750	-4.747609	-3.165073
1114	120.000000	35.156250	-5.553257	-3.702172
1115	120.000000	34.218750	-6.196535	-4.131023
1116	120.000000	33.281250	-6.672113	-4.448075
1117	120.000000	32.343750	-7.031609	-4.687739
1118	120.000000	31.406250	-7.329823	-4.886549
1119	120.000000	30.468750	-7.607811	-5.071874
1120	120.000000	29.531250	-7.891101	-5.260734
1121	120.000000	28.593750	-8.193022	-5.462015
1122	120.000000	27.656250	-8.517986	-5.678657
1123	120.000000	26.718750	-8.862918	-5.908612
1124	120.000000	25.781250	-9.216515	-6.144343
1125	120.000000	24.843750	-9.556973	-6.371315
1126	120.000000	23.906250	-9.850447	-6.566965
1127	120.000000	22.968750	-10.055622	-6.703748
1128	120.000000	22.031250	-10.143005	-6.762003
1129	120.000000	21.093750	-10.173197	-6.782131
1130	120.000000	20.156250	-10.336748	-6.891165
1131	120.000000	19.218750	-10.027372	-6.684915
1132	120.000000	18.281250	-10.046399	-6.697599
1133	120.000000	17.343750	-10.170987	-6.780658
1134	120.000000	16.406250	-10.334087	-6.889391
1135	120.000000	15.468750	-10.490090	-6.993393
1136	120.000000	14.531250	-10.606884	-7.071256
1137	120.000000	13.593750	-10.666403	-7.110936
1138	120.000000	12.656250	-10.660754	-7.107170
1139	120.000000	11.718750	-10.587799	-7.058532
1140	120.000000	10.781250	-10.447597	-6.965065
1141	120.000000	9.843750	-10.239772	-6.826515
1142	120.000000	8.906250	-9.961502	-6.641001
1143	120.000000	7.968750	-9.606042	-6.404028
1144	120.000000	7.031250	-9.162274	-6.108183
1145	120.000000	6.093750	-8.617102	-5.744735
1146	120.000000	5.156250	-7.964766	-5.309844
1147	120.000000	4.218750	-7.255958	-4.837305
1148	120.000000	3.281250	-6.904140	-4.602760
1149	120.000000	2.343750	-6.324064	-4.216043
1150	120.000000	1.406250	-5.590076	-3.726718
1151	120.000000	0.468750	-4.933155	-3.288770
1152	120.281250	0.000000	-2.139205	-1.426137
1153	120.843750	0.000000	-1.870884	-1.247256
1154	121.406250	0.000000	-1.663725	-1.109150
1155	121.968750	0.000000	-1.513756	-1.009171
1156	122.531250	0.000000	-1.402292	-0.934861
1157	123.093750	0.000000	-1.305969	-0.870646
1158	123.656250	0.000000	-1.204496	-0.802998
1159	124.218750	0.000000	-1.087028	-0.724685
1160	124.500000	0.468750	6.019093	4.012729
1161	124.500000	1.406250	6.571054	4.380702
1162	124.500000	2.343750	7.068103	4.712069
1163	124.500000	3.281250	7.414125	4.942750
1164	124.500000	4.218750	7.630938	5.087292
1165	124.500000	5.156250	8.080209	5.386806
1166	124.500000	6.093750	8.594582	5.729721
1167	124.500000	7.031250	9.147019	6.098013
1168	124.500000	7.968750	9.714340	6.476227
1169	124.500000	8.906250	10.272491	6.848327
1170	124.500000	9.843750	10.801924	7.201283
1171	124.500000	10.781250	11.288242	7.525495
1172	124.500000	11.718750	11.720665	7.813776
1173	124.500000	12.656250	12.090034	8.060023
1174	124.500000	13.593750	12.386845	8.257897
1175	124.500000	14.531250	12.599213	8.399476
1176	124.500000	15.468750	12.710626	8.473751
1177	124.500000	16.406250	12.697606	8.465071
1178	124.500000	17.343750	12.528657	8.352438
1179	124.500000	18.281250	12.169191	8.112794
1180	124.500000	19.218750	11.614137	7.742758
1181	124.500000	20.156250	11.136998	7.424665
1182	124.500000	21.093750	10.629568	7.086378
1183	124.500000	22.031250	9.788811	6.525874
1184	124.500000	22.968750	9.005445	6.003630
1185	124.500000	23.906250	8.344925	5.563283
1186	124.500000	24.843750	7.789601	5.193067
1187	124.500000	25.781250	7.302769	4.868513
1188	124.500000	26.718750	6.850301	4.566867
1189	124.500000	27.656250	6.407934	4.271956
1190	124.500000	28.593750	5.961985	3.974657
1191	124.500000	29.531250	5.508532	3.672355
1192	124.500000	30.468750	5.053281	3.368854
1193	124.500000	31.406250	4.612778	3.075185
1194	124.500000	32.343750	4.216790	2.811193
1195	124.500000	33.281250	3.910239	2.606826
1196	124.500000	34.218750	3.749939	2.499960
1197	124.500000	35.156250	3.786905	2.524603
1198	124.500000	36.093750	4.020642	2.680428
1199	124.500000	37.031250	4.219026	2.812684
1200	124.843750	37.500000	-2.818185	-1.878790
