n	x	y	J	J0
1201	125.531250	37.500000	-2.529378	-1.686252
1202	126.218750	37.500000	-2.387369	-1.591579
1203	126.906250	37.500000	-2.252464	-1.501643
1204	127.593750	37.500000	-2.097827	-1.398551
1205	128.281250	37.500000	-1.924432	-1.282954
1206	128.968750	37.500000	-1.761066	-1.174044
1207	129.656250	37.500000	-1.749390	-1.166260
1208	130.000000	37.031250	-7.549494	-5.032996
1209	130.000000	36.093750	-7.818217	-5.212145
1210	130.000000	35.156250	-8.288594	-5.525730
1211	130.000000	34.218750	-8.813023	-5.875349
1212	130.000000	33.281250	-9.370093	-6.246729
1213	130.000000	32.343750	-9.935775	-6.623850
1214	130.000000	31.406250	-10.486660	-6.991106
1215	130.000000	30.468750	-11.004296	-7.336197
1216	130.000000	29.531250	-11.475190	-7.650127
1217	130.000000	28.593750	-11.889093	-7.926062
1218	130.000000	27.656250	-12.236995	-8.157996
1219	130.000000	26.718750	-12.509159	-8.339439
1220	130.000000	25.781250	-12.693057	-8.462038
1221	130.000000	24.843750	-12.771070	-8.514046
1222	130.000000	23.906250	-12.718226	-8.478817
1223	130.000000	22.968750	-12.501808	-8.334539
1224	130.000000	22.031250	-12.088680	-8.059120
1225	130.000000	21.093750	-11.497951	-7.665301
1226	130.000000	20.156250	-11.060152	-7.373435
1227	130.000000	19.218750	-10.447506	-6.965004
1228	130.000000	18.281250	-9.587818	-6.391878
1229	130.000000	17.343750	-8.815689	-5.877126
1230	130.000000	16.406250	-8.166577	-5.444385
1231	130.000000	15.468750	-7.616463	-5.077642
1232	130.000000	14.531250	-7.128140	-4.752093
1233	130.000000	13.593750	-6.669306	-4.446204
1234	130.000000	12.656250	-6.217970	-4.145313
1235	130.000000	11.718750	-5.762561	-3.841707
1236	130.000000	10.781250	-5.301141	-3.534094
1237	130.000000	9.843750	-4.841511	-3.227674
1238	130.000000	8.906250	-4.402702	-2.935135
1239	130.000000	7.968750	-4.017465	-2.678310
1240	130.000000	7.031250	-3.733686	-2.489124
1241	130.000000	6.093750	-3.609099	-2.406066
1242	130.000000	5.156250	-3.689380	-2.459587
1243	130.000000	4.218750	-3.950398	-2.633599
1244	130.000000	3.281250	-4.117378	-2.744919
1245	130.000000	2.343750	-4.364999	-2.909999
1246	130.000000	1.406250	-4.554913	-3.036609
1247	130.000000	0.468750	-4.536968	-3.024646
1248	130.281250	0.000000	-1.787531	-1.191687
1249	130.843750	0.000000	-1.948795	-1.299197
1250	131.406250	0.000000	-2.034781	-1.356521
1251	131.968750	0.000000	-2.033492	-1.355661
1252	132.531250	0.000000	-1.936867	-1.291245
1253	133.093750	0.000000	-1.737999	-1.158666
1254	133.656250	0.000000	-1.433677	-0.955784
1255	134.218750	0.000000	-1.032592	-0.688395
1256	134.500000	0.468750	1.965586	1.310391
1257	134.500000	1.406250	2.513805	1.675870
1258	134.500000	2.343750	3.254616	2.169744
1259	134.500000	3.281250	3.942200	2.628133
1260	134.500000	4.218750	4.438107	2.958738
1261	134.500000	5.156250	5.251167	3.500778
1262	134.500000	6.093750	5.929452	3.952968
1263	134.500000	7.031250	6.434976	4.289984
1264	134.500000	7.968750	6.814395	4.542930
1265	134.500000	8.906250	7.123932	4.749288
1266	134.500000	9.843750	7.407820	4.938546
1267	134.500000	10.781250	7.694444	5.129629
1268	134.500000	11.718750	7.999206	5.332804
1269	134.500000	12.656250	8.328035	5.552023
1270	134.500000	13.593750	8.679247	5.786164
1271	134.500000	14.531250	9.043219	6.028813
1272	134.500000	15.468750	9.400316	6.266877
1273	134.500000	16.406250	9.718892	6.479261
1274	134.500000	17.343750	9.958034	6.638690
1275	134.500000	18.281250	10.083099	6.722066
1276	134.500000	19.218750	10.117089	6.744726
1277	134.500000	20.156250	10.327644	6.885096
1278	134.500000	21.093750	10.049222	6.699481
1279	134.500000	22.031250	10.034435	6.689623
1280	134.500000	22.968750	10.158328	6.772219
1281	134.500000	23.906250	10.330408	6.886939
1282	134.500000	24.843750	10.502841	7.001894
1283	134.500000	25.781250	10.640393	7.093596
1284	134.500000	26.718750	10.722302	7.148201
1285	134.500000	27.656250	10.738894	7.159262
1286	134.500000	28.593750	10.687101	7.124734
1287	134.500000	29.531250	10.566705	7.044470
1288	134.500000	30.468750	10.377538	6.918359
1289	134.500000	31.406250	10.117370	6.744914
1290	134.500000	32.343750	9.780312	6.520208
1291	134.500000	33.281250	9.356067	6.237378
1292	134.500000	34.218750	8.831526	5.887684
1293	134.500000	35.156250	8.198152	5.465435
1294	134.500000	36.093750	7.482050	4.988033
1295	134.500000	37.031250	7.040151	4.693434
1296	134.843750	37.500000	-0.253165	-0.168776
1297	135.531250	37.500000	-0.424305	-0.282870
1298	136.218750	37.500000	-0.267972	-0.178648
1299	136.906250	37.500000	-0.065007	-0.043338
1300	137.593750	37.500000	0.128750	0.085833
1301	138.281250	37.500000	0.312272	0.208182
1302	138.968750	37.500000	0.539315	0.359544
1303	139.656250	37.500000	1.088561	0.725707
1304	140.000000	37.031250	0.720273	0.480182
1305	140.000000	36.093750	1.376670	0.917780
1306	140.000000	35.156250	2.247434	1.498289
1307	140.000000	34.218750	2.933375	1.955583
1308	140.000000	33.281250	3.418773	2.279182
1309	140.000000	32.343750	3.749482	2.499655
1310	140.000000	31.406250	3.978269	2.652179
1311	140.000000	30.468750	4.146222	2.764148
1312	140.000000	29.531250	4.279214	2.852809
1313	140.000000	28.593750	4.389985	2.926657
1314	140.000000	27.656250	4.481173	2.987449
1315	140.000000	26.718750	4.547828	3.031885
1316	140.000000	25.781250	4.579415	3.052943
1317	140.000000	24.843750	4.561982	3.041321
1318	140.000000	23.906250	4.481900	2.987933
1319	140.000000	22.968750	4.333512	2.889008
1320	140.000000	22.031250	4.132916	2.755277
1321	140.000000	21.093750	3.975625	2.650417
1322	140.000000	20.156250	4.047443	2.698295
1323	140.000000	19.218750	3.690665	2.460444
1324	140.000000	18.281250	3.644917	2.429944
1325	140.000000	17.343750	3.661695	2.441130
1326	140.000000	16.406250	3.692867	2.461911
1327	140.000000	15.468750	3.731972	2.487981
1328	140.000000	14.531250	3.782033	2.521355
1329	140.000000	13.593750	3.846409	2.564273
1330	140.000000	12.656250	3.925650	2.617100
1331	140.000000	11.718750	4.017168	2.678112
1332	140.000000	10.781250	4.115115	2.743410
1333	140.000000	9.843750	4.209104	2.806069
1334	140.000000	8.906250	4.281297	2.854198
1335	140.000000	7.968750	4.302209	2.868140
1336	140.000000	7.031250	4.227408	2.818272
1337	140.000000	6.093750	4.001072	2.667381
1338	140.000000	5.156250	3.577354	2.384902
1339	140.000000	4.218750	2.995316	1.996877
1340	140.000000	3.281250	2.708128	1.805418
1341	140.000000	2.343750	2.208302	1.472202
1342	140.000000	1.406250	1.635678	1.090452
1343	140.000000	0.468750	1.237475	0.824984
1344	140.281250	0.000000	-0.268129	-0.178753
1345	140.843750	0.000000	-0.536552	-0.357701
1346	141.406250	0.000000	-0.712908	-0.475272
1347	141.968750	0.000000	-0.789237	-0.526158
1348	142.531250	0.000000	-0.769461	-0.512974
1349	143.093750	0.000000	-0.661178	-0.440785
1350	143.656250	0.000000	-0.473101	-0.315401
1351	144.218750	0.000000	-0.217836	-0.145224
1352	144.500000	0.468750	-3.766656	-2.511104
1353	144.500000	1.406250	-3.668668	-2.445779
1354	144.500000	2.343750	-3.351335	-2.234223
1355	144.500000	3.281250	-2.964515	-1.976344
1356	144.500000	4.218750	-2.646458	-1.764306
1357	144.500000	5.156250	-2.222633	-1.481756
1358	144.500000	6.093750	-1.968271	-1.312181
1359	144.500000	7.031250	-1.908320	-1.272213
1360	144.500000	7.968750	-1.998319	-1.332213
1361	144.500000	8.906250	-2.182156	-1.454770
1362	144.500000	9.843750	-2.413904	-1.609270
1363	144.500000	10.781250	-2.662929	-1.775286
1364	144.500000	11.718750	-2.912067	-1.941378
1365	144.500000	12.656250	-3.154408	-2.102939
1366	144.500000	13.593750	-3.390571	-2.260381
1367	144.500000	14.531250	-3.626694	-2.417796
1368	144.500000	15.468750	-3.872623	-2.581748
1369	144.500000	16.406250	-4.139103	-2.759402
1370	144.500000	17.343750	-4.431804	-2.954536
1371	144.500000	18.281250	-4.740049	-3.160032
1372	144.500000	19.218750	-5.014713	-3.343142
1373	144.500000	20.156250	-5.092938	-3.395292
1374	144.500000	21.093750	-5.311619	-3.541079
1375	144.500000	22.031250	-5.331254	-3.554169
1376	144.500000	22.968750	-5.250207	-3.500138
1377	144.500000	23.906250	-5.121744	-3.414496
1378	144.500000	24.843750	-4.954008	-3.302672
1379	144.500000	25.781250	-4.742553	-3.161702
1380	144.500000	26.718750	-4.481054	-2.987369
1381	144.500000	27.656250	-4.166119	-2.777412
1382	144.500000	28.593750	-3.798569	-2.532379
1383	144.500000	29.531250	-3.383867	-2.255911
1384	144.500000	30.468750	-2.933231	-1.955487
1385	144.500000	31.406250	-2.466091	-1.644061
1386	144.500000	32.343750	-2.013767	-1.342511
1387	144.500000	33.281250	-1.622798	-1.081865
1388	144.500000	34.218750	-1.353039	-0.902026
1389	144.500000	35.156250	-1.261055	-0.840704
1390	144.500000	36.093750	-1.354905	-0.903270
1391	144.500000	37.031250	-1.413636	-0.942424
1392	144.843750	37.500000	1.764061	1.176041
1393	145.531250	37.500000	1.576282	1.050855
1394	146.218750	37.500000	1.548801	1.032534
1395	146.906250	37.500000	1.543146	1.028764
1396	147.593750	37.500000	1.533015	1.022010
1397	148.281250	37.500000	1.519166	1.012777
1398	148.968750	37.500000	1.529407	1.019604
1399	149.656250	37.500000	1.703678	1.135786
1400	150.000000	37.031250	5.115787	3.410524
1401	150.000000	36.093750	5.506262	3.670842
1402	150.000000	35.156250	6.068852	4.045902
1403	150.000000	34.218750	6.639316	4.426211
1404	150.000000	33.281250	7.203939	4.802626
1405	150.000000	32.343750	7.757789	5.171859
1406	150.000000	31.406250	8.296287	5.530858
1407	150.000000	30.468750	8.815030	5.876687
1408	150.000000	29.531250	9.310083	6.206722
1409	150.000000	28.593750	9.778209	6.518806
1410	150.000000	27.656250	10.216785	6.811190
1411	150.000000	26.718750	10.623255	7.082170
1412	150.000000	25.781250	10.993973	7.329315
1413	150.000000	24.843750	11.322454	7.548303
1414	150.000000	23.906250	11.597438	7.731626
1415	150.000000	22.968750	11.802221	7.868148
1416	150.000000	22.031250	11.918848	7.945899
1417	150.000000	21.093750	11.962869	7.975246
1418	150.000000	20.156250	12.009522	8.006348
1419	150.000000	19.218750	11.748693	7.832462
1420	150.000000	18.281250	11.596519	7.731013
1421	150.000000	17.343750	11.466024	7.644016
1422	150.000000	16.406250	11.339920	7.559946
1423	150.000000	15.468750	11.199877	7.466585
1424	150.000000	14.531250	11.027683	7.351789
1425	150.000000	13.593750	10.810483	7.206988
1426	150.000000	12.656250	10.541311	7.027540
1427	150.000000	11.718750	10.217882	6.811921
1428	150.000000	10.781250	9.841463	6.560976
1429	150.000000	9.843750	9.416488	6.277659
1430	150.000000	8.906250	8.950997	5.967331
1431	150.000000	7.968750	8.457740	5.638493
1432	150.000000	7.031250	7.955205	5.303470
1433	150.000000	6.093750	7.466708	4.977805
1434	150.000000	5.156250	7.014878	4.676585
1435	150.000000	4.218750	6.626323	4.417548
1436	150.000000	3.281250	6.468057	4.312038
1437	150.000000	2.343750	6.178150	4.118767
1438	150.000000	1.406250	5.734589	3.823060
1439	150.000000	0.468750	5.233362	3.488908
1440	150.281250	0.000000	0.888835	0.592557
1441	150.843750	0.000000	0.751813	0.501209
1442	151.406250	0.000000	0.622145	0.414763
1443	151.968750	0.000000	0.489447	0.326298
1444	152.531250	0.000000	0.333913	0.222609
1445	153.093750	0.000000	0.132684	0.088456
1446	153.656250	0.000000	-0.132420	-0.088280
1447	154.218750	0.000000	-0.464865	-0.309910
1448	154.500000	0.468750	-4.289559	-2.859706
1449	154.500000	1.406250	-4.971445	-3.314297
1450	154.500000	2.343750	-5.737472	-3.824981
1451	154.500000	3.281250	-6.357680	-4.238454
1452	154.500000	4.218750	-6.758901	-4.505934
1453	154.500000	5.156250	-7.527744	-5.018496
1454	154.500000	6.093750	-8.252324	-5.501549
1455	154.500000	7.031250	-8.883765	-5.922510
1456	154.500000	7.968750	-9.429896	-6.286597
1457	154.500000	8.906250	-9.906108	-6.604072
1458	154.500000	9.843750	-10.325951	-6.883967
1459	154.500000	10.781250	-10.698497	-7.132331
1460	154.500000	11.718750	-11.028281	-7.352187
1461	154.500000	12.656250	-11.315820	-7.543880
1462	154.500000	13.593750	-11.557897	-7.705265
1463	154.500000	14.531250	-11.747405	-7.831603
1464	154.500000	15.468750	-11.872869	-7.915246
1465	154.500000	16.406250	-11.918323	-7.945549
1466	154.500000	17.343750	-11.865383	-7.910255
1467	154.500000	18.281250	-11.701344	-7.800896
1468	154.500000	19.218750	-11.457646	-7.638431
1469	154.500000	20.156250	-11.454712	-7.636475
1470	154.500000	21.093750	-11.087462	-7.391641
1471	154.500000	22.031250	-10.712371	-7.141581
1472	154.500000	22.968750	-10.404309	-6.936206
1473	154.500000	23.906250	-10.136844	-6.757896
1474	154.500000	24.843750	-9.891723	-6.594482
1475	154.500000	25.781250	-9.650459	-6.433639
1476	154.500000	26.718750	-9.398664	-6.265776
1477	154.500000	27.656250	-9.126646	-6.084431
1478	154.500000	28.593750	-8.828539	-5.885692
1479	154.500000	29.531250	-8.501228	-5.667485
1480	154.500000	30.468750	-8.143486	-5.428991
1481	154.500000	31.406250	-7.755361	-5.170241
1482	154.500000	32.343750	-7.337816	-4.891878
1483	154.500000	33.281250	-6.892631	-4.595087
1484	154.500000	34.218750	-6.422584	-4.281722
1485	154.500000	35.156250	-5.932219	-3.954812
1486	154.500000	36.093750	-5.436653	-3.624435
1487	154.500000	37.031250	-5.103218	-3.402145
1488	154.843750	37.500000	1.564921	1.043281
1489	155.531250	37.500000	1.692673	1.128449
1490	156.218750	37.500000	1.644808	1.096539
1491	156.906250	37.500000	1.560963	1.040642
1492	157.593750	37.500000	1.468687	0.979124
1493	158.281250	37.500000	1.368547	0.912365
1494	158.968750	37.500000	1.234138	0.822758
1495	159.656250	37.500000	0.926972	0.617981
1496	160.000000	37.031250	1.500764	1.000509
1497	160.000000	36.093750	1.272168	0.848112
1498	160.000000	35.156250	0.958368	0.638912
1499	160.000000	34.218750	0.767967	0.511978
1500	160.000000	33.281250	0.704654	0.469769
1501	160.000000	32.343750	0.734518	0.489678
1502	160.000000	31.406250	0.819354	0.546236
1503	160.000000	30.468750	0.928478	0.618986
1504	160.000000	29.531250	1.040578	0.693718
1505	160.000000	28.593750	1.141819	0.761213
1506	160.000000	27.656250	1.223340	0.815560
1507	160.000000	26.718750	1.279078	0.852718
1508	160.000000	25.781250	1.303971	0.869314
1509	160.000000	24.843750	1.292168	0.861445
1510	160.000000	23.906250	1.234678	0.823119
1511	160.000000	22.968750	1.116130	0.744086
1512	160.000000	22.031250	0.911937	0.607958
1513	160.000000	21.093750	0.574165	0.382776
1514	160.000000	20.156250	0.149481	0.099654
1515	160.000000	19.218750	-0.015953	-0.010635
1516	160.000000	18.281250	-0.507048	-0.338032
1517	160.000000	17.343750	-0.970632	-0.647088
1518	160.000000	16.406250	-1.352839	-0.901892
1519	160.000000	15.468750	-1.659029	-1.106019
1520	160.000000	14.531250	-1.908564	-1.272376
1521	160.000000	13.593750	-2.120181	-1.413454
1522	160.000000	12.656250	-2.306752	-1.537835
1523	160.000000	11.718750	-2.474221	-1.649481
1524	160.000000	10.781250	-2.621387	-1.747592
1525	160.000000	9.843750	-2.739015	-1.826010
1526	160.000000	8.906250	-2.807817	-1.871878
1527	160.000000	7.968750	-2.795686	-1.863791
1528	160.000000	7.031250	-2.656261	-1.770840
1529	160.000000	6.093750	-2.334477	-1.556318
1530	160.000000	5.156250	-1.789573	-1.193049
1531	160.000000	4.218750	-1.070676	-0.713784
1532	160.000000	3.281250	-0.645218	-0.430146
1533	160.000000	2.343750	-0.021987	-0.014658
1534	160.000000	1.406250	0.643876	0.429251
1535	160.000000	0.468750	1.093590	0.729060
1536	160.281250	0.000000	-0.060508	-0.040339
1537	160.843750	0.000000	0.304713	0.203142
1538	161.406250	0.000000	0.573384	0.382256
1539	161.968750	0.000000	0.737620	0.491747
1540	162.531250	0.000000	0.801499	0.534333
1541	163.093750	0.000000	0.772818	0.515212
1542	163.656250	0.000000	0.660510	0.440340
1543	164.218750	0.000000	0.477395	0.318263
1544	164.500000	0.468750	1.603635	1.069090
1545	164.500000	1.406250	1.555530	1.037020
1546	164.500000	2.343750	1.317768	0.878512
1547	164.500000	3.281250	1.030522	0.687014
1548	164.500000	4.218750	0.819770	0.546513
1549	164.500000	5.156250	0.497901	0.331934
1550	164.500000	6.093750	0.328139	0.218759
1551	164.500000	7.031250	0.325940	0.217293
1552	164.500000	7.968750	0.440479	0.293652
1553	164.500000	8.906250	0.612164	0.408109
1554	164.500000	9.843750	0.793664	0.529109
1555	164.500000	10.781250	0.953976	0.635984
1556	164.500000	11.718750	1.075766	0.717178
1557	164.500000	12.656250	1.151772	0.767848
1558	164.500000	13.593750	1.182413	0.788275
1559	164.500000	14.531250	1.174993	0.783329
1560	164.500000	15.468750	1.144048	0.762699
1561	164.500000	16.406250	1.111294	0.740863
1562	164.500000	17.343750	1.101720	0.734480
1563	164.500000	18.281250	1.130769	0.753846
1564	164.500000	19.218750	1.173435	0.782290
1565	164.500000	20.156250	1.074210	0.716140
1566	164.500000	21.093750	1.153069	0.768713
1567	164.500000	22.031250	1.043166	0.695444
1568	164.500000	22.968750	0.829220	0.552814
1569	164.500000	23.906250	0.573072	0.382048
1570	164.500000	24.843750	0.303268	0.202179
1571	164.500000	25.781250	0.034443	0.022962
1572	164.500000	26.718750	-0.228164	-0.152109
1573	164.500000	27.656250	-0.484044	-0.322696
1574	164.500000	28.593750	-0.733967	-0.489311
1575	164.500000	29.531250	-0.977424	-0.651616
1576	164.500000	30.468750	-1.210381	-0.806921
1577	164.500000	31.406250	-1.422881	-0.948587
1578	164.500000	32.343750	-1.596453	-1.064302
1579	164.500000	33.281250	-1.702236	-1.134824
1580	164.500000	34.218750	-1.702914	-1.135276
1581	164.500000	35.156250	-1.564652	-1.043101
1582	164.500000	36.093750	-1.290564	-0.860376
1583	164.500000	37.031250	-1.088222	-0.725482
1584	164.843750	37.500000	0.185236	0.123491
1585	165.531250	37.500000	0.311863	0.207908
1586	166.218750	37.500000	0.276106	0.184071
1587	166.906250	37.500000	0.217740	0.145160
1588	167.593750	37.500000	0.164041	0.109360
1589	168.281250	37.500000	0.114876	0.076584
1590	168.968750	37.500000	0.042724	0.028483
1591	169.656250	37.500000	-0.192404	-0.128269
1592	170.000000	37.031250	-2.792574	-1.861716
1593	170.000000	36.093750	-3.143752	-2.095834
1594	170.000000	35.156250	-3.667523	-2.445015
1595	170.000000	34.218750	-4.193051	-2.795368
1596	170.000000	33.281250	-4.702321	-3.134881
1597	170.000000	32.343750	-5.188622	-3.459081
1598	170.000000	31.406250	-5.647633	-3.765088
1599	170.000000	30.468750	-6.076322	-4.050881
1600	170.000000	29.531250	-6.472247	-4.314831
1601	170.000000	28.593750	-6.833032	-4.555355
1602	170.000000	27.656250	-7.156054	-4.770703
1603	170.000000	26.718750	-7.438346	-4.958897
1604	170.000000	25.781250	-7.676777	-5.117851
1605	170.000000	24.843750	-7.868511	-5.245674
1606	170.000000	23.906250	-8.011743	-5.341162
1607	170.000000	22.968750	-8.106603	-5.404402
1608	170.000000	22.031250	-8.156651	-5.437768
1609	170.000000	21.093750	-8.193356	-5.462237
1610	170.000000	20.156250	-8.287813	-5.525209
1611	170.000000	19.218750	-8.102210	-5.401473
1612	170.000000	18.281250	-8.019624	-5.346416
1613	170.000000	17.343750	-7.937855	-5.291903
1614	170.000000	16.406250	-7.846531	-5.231021
1615	170.000000	15.468750	-7.744294	-5.162863
1616	170.000000	14.531250	-7.627935	-5.085290
1617	170.000000	13.593750	-7.492910	-4.995273
1618	170.000000	12.656250	-7.334364	-4.889576
1619	170.000000	11.718750	-7.148073	-4.765382
1620	170.000000	10.781250	-6.931125	-4.620750
1621	170.000000	9.843750	-6.682276	-4.454850
1622	170.000000	8.906250	-6.401973	-4.267982
1623	170.000000	7.968750	-6.092099	-4.061399
1624	170.000000	7.031250	-5.755549	-3.837033
1625	170.000000	6.093750	-5.395847	-3.597231
1626	170.000000	5.156250	-5.017571	-3.345048
1627	170.000000	4.218750	-4.643824	-3.095882
1628	170.000000	3.281250	-4.463975	-2.975983
1629	170.000000	2.343750	-4.157532	-2.771688
1630	170.000000	1.406250	-3.737712	-2.491808
1631	170.000000	0.468750	-3.310906	-2.207271
1632	170.281250	0.000000	-0.100410	-0.066940
1633	170.843750	0.000000	0.042816	0.028544
1634	171.406250	0.000000	0.161087	0.107391
1635	171.968750	0.000000	0.258939	0.172626
1636	172.531250	0.000000	0.348923	0.232615
1637	173.093750	0.000000	0.446153	0.297435
1638	173.656250	0.000000	0.563165	0.375443
1639	174.218750	0.000000	0.704463	0.469642
1640	174.500000	0.468750	3.322123	2.214749
1641	174.500000	1.406250	3.738047	2.492031
1642	174.500000	2.343750	4.155003	2.770002
1643	174.500000	3.281250	4.464206	2.976137
1644	174.500000	4.218750	4.648756	3.099170
1645	174.500000	5.156250	5.025142	3.350095
1646	174.500000	6.093750	5.400748	3.600499
1647	174.500000	7.031250	5.750748	3.833832
1648	174.500000	7.968750	6.070561	4.047041
1649	174.500000	8.906250	6.358066	4.238710
1650	174.500000	9.843750	6.612533	4.408355
1651	174.500000	10.781250	6.834343	4.556229
1652	174.500000	11.718750	7.024897	4.683264
1653	174.500000	12.656250	7.186612	4.791075
1654	174.500000	13.593750	7.322879	4.881920
1655	174.500000	14.531250	7.437877	4.958585
1656	174.500000	15.468750	7.536169	5.024112
1657	174.500000	16.406250	7.622067	5.081378
1658	174.500000	17.343750	7.698855	5.132570
1659	174.500000	18.281250	7.768367	5.178911
1660	174.500000	19.218750	7.841755	5.227837
1661	174.500000	20.156250	8.022069	5.348046
1662	174.500000	21.093750	7.926869	5.284580
1663	174.500000	22.031250	7.894246	5.262831
1664	174.500000	22.968750	7.853066	5.235377
1665	174.500000	23.906250	7.771706	5.181137
1666	174.500000	24.843750	7.646549	5.097700
1667	174.500000	25.781250	7.477610	4.985073
1668	174.500000	26.718750	7.266974	4.844649
1669	174.500000	27.656250	7.017685	4.678457
1670	174.500000	28.593750	6.732734	4.488490
1671	174.500000	29.531250	6.414337	4.276225
1672	174.500000	30.468750	6.063592	4.042395
1673	174.500000	31.406250	5.680577	3.787051
1674	174.500000	32.343750	5.264899	3.509932
1675	174.500000	33.281250	4.816700	3.211134
1676	174.500000	34.218750	4.338023	2.892015
1677	174.500000	35.156250	3.834591	2.556394
1678	174.500000	36.093750	3.325155	2.216770
1679	174.500000	37.031250	2.982940	1.988627
1680	174.843750	37.500000	-0.550762	-0.367175
1681	175.531250	37.500000	-0.763014	-0.508676
1682	176.218750	37.500000	-0.806671	-0.537780
1683	176.906250	37.500000	-0.821554	-0.547703
1684	177.593750	37.500000	-0.834991	-0.556661
1685	178.281250	37.500000	-0.846887	-0.564592
1686	178.968750	37.500000	-0.829716	-0.553144
1687	179.656250	37.500000	-0.643427	-0.428951
1688	180.000000	37.031250	0.400774	0.267183
1689	180.000000	36.093750	0.630246	0.420164
1690	180.000000	35.156250	0.970425	0.646950
1691	180.000000	34.218750	1.224802	0.816535
1692	180.000000	33.281250	1.378010	0.918673
1693	180.000000	32.343750	1.441683	0.961122
1694	180.000000	31.406250	1.432985	0.955323
1695	180.000000	30.468750	1.367418	0.911612
1696	180.000000	29.531250	1.256759	0.837839
1697	180.000000	28.593750	1.109164	0.739443
1698	180.000000	27.656250	0.930056	0.620037
1699	180.000000	26.718750	0.723392	0.482262
1700	180.000000	25.781250	0.493373	0.328916
1701	180.000000	24.843750	0.246726	0.164484
1702	180.000000	23.906250	-0.004410	-0.002940
1703	180.000000	22.968750	-0.239643	-0.159762
1704	180.000000	22.031250	-0.429482	-0.286322
1705	180.000000	21.093750	-0.519135	-0.346090
1706	180.000000	20.156250	-0.435184	-0.290123
1707	180.000000	19.218750	-0.548241	-0.365494
1708	180.000000	18.281250	-0.528585	-0.352390
1709	180.000000	17.343750	-0.517454	-0.344970
1710	180.000000	16.406250	-0.532294	-0.354863
1711	180.000000	15.468750	-0.558845	-0.372563
1712	180.000000	14.531250	-0.578347	-0.385565
1713	180.000000	13.593750	-0.576843	-0.384562
1714	180.000000	12.656250	-0.547328	-0.364885
1715	180.000000	11.718750	-0.489062	-0.326041
1716	180.000000	10.781250	-0.406684	-0.271122
1717	180.000000	9.843750	-0.310186	-0.206791
1718	180.000000	8.906250	-0.215988	-0.143992
1719	180.000000	7.968750	-0.148766	-0.099178
1720	180.000000	7.031250	-0.142579	-0.095052
1721	180.000000	6.093750	-0.237439	-0.158293
1722	180.000000	5.156250	-0.464506	-0.309671
1723	180.000000	4.218750	-0.801717	-0.534478
1724	180.000000	3.281250	-1.004019	-0.669346
1725	180.000000	2.343750	-1.295631	-0.863754
1726	180.000000	1.406250	-1.580729	-1.053820
1727	180.000000	0.468750	-1.724619	-1.149746
1728	180.281250	0.000000	0.008664	0.005776
1729	180.843750	0.000000	-0.212577	-0.141718
1730	181.406250	0.000000	-0.376813	-0.251209
1731	181.968750	0.000000	-0.476671	-0.317781
1732	182.531250	0.000000	-0.510069	-0.340046
1733	183.093750	0.000000	-0.476567	-0.317711
1734	183.656250	0.000000	-0.377379	-0.251586
1735	184.218750	0.000000	-0.219050	-0.146033
1736	184.500000	0.468750	-0.210949	-0.140633
1737	184.500000	1.406250	-0.037966	-0.025311
1738	184.500000	2.343750	0.271319	0.180879
1739	184.500000	3.281250	0.584647	0.389765
1740	184.500000	4.218750	0.808704	0.539136
1741	184.500000	5.156250	1.170014	0.780010
1742	184.500000	6.093750	1.425338	0.950225
1743	184.500000	7.031250	1.553607	1.035738
1744	184.500000	7.968750	1.585845	1.057230
1745	184.500000	8.906250	1.560490	1.040327
1746	184.500000	9.843750	1.508308	1.005539
1747	184.500000	10.781250	1.448749	0.965832
1748	184.500000	11.718750	1.390940	0.927293
1749	184.500000	12.656250	1.335556	0.890371
1750	184.500000	13.593750	1.276184	0.850790
1751	184.500000	14.531250	1.199986	0.799990
1752	184.500000	15.468750	1.088016	0.725344
1753	184.500000	16.406250	0.916328	0.610885
1754	184.500000	17.343750	0.660412	0.440274
1755	184.500000	18.281250	0.306997	0.204665
1756	184.500000	19.218750	-0.114778	-0.076519
1757	184.500000	20.156250	-0.373334	-0.248889
1758	184.500000	21.093750	-0.682989	-0.455326
1759	184.500000	22.031250	-1.031659	-0.687773
1760	184.500000	22.968750	-1.287778	-0.858519
1761	184.500000	23.906250	-1.456326	-0.970884
1762	184.500000	24.843750	-1.553602	-1.035735
1763	184.500000	25.781250	-1.594216	-1.062811
1764	184.500000	26.718750	-1.588958	-1.059306
1765	184.500000	27.656250	-1.545242	-1.030161
1766	184.500000	28.593750	-1.467961	-0.978641
1767	184.500000	29.531250	-1.360459	-0.906973
1768	184.500000	30.468750	-1.225766	-0.817177
1769	184.500000	31.406250	-1.068295	-0.712197
1770	184.500000	32.343750	-0.896003	-0.597336
1771	184.500000	33.281250	-0.722515	-0.481677
1772	184.500000	34.218750	-0.567526	-0.378350
1773	184.500000	35.156250	-0.452273	-0.301515
1774	184.500000	36.093750	-0.387725	-0.258484
1775	184.500000	37.031250	-0.361360	-0.240907
1776	184.843750	37.500000	-0.559371	-0.372914
1777	185.531250	37.500000	-0.535312	-0.356875
1778	186.218750	37.500000	-0.500528	-0.333685
1779	186.906250	37.500000	-0.454537	-0.303025
1780	187.593750	37.500000	-0.397258	-0.264839
1781	188.281250	37.500000	-0.329046	-0.219364
1782	188.968750	37.500000	-0.250698	-0.167132
