point_x 	point_y
60.675000	0.000000
61.125000	0.000000
61.575000	0.000000
62.025000	0.000000
62.475000	0.000000
62.925000	0.000000
63.375000	0.000000
63.825000	0.000000
64.275000	0.000000
64.500000	1.250000
64.500000	3.750000
64.500000	6.250000
64.500000	8.750000
64.500000	11.250000
64.500000	13.750000
64.500000	16.250000
64.500000	18.750000
64.500000	21.250000
64.500000	23.750000
64.500000	26.250000
64.500000	28.750000
64.500000	31.250000
64.500000	33.750000
64.500000	36.250000
65.050000	37.500000
66.150000	37.500000
67.250000	37.500000
68.350000	37.500000
69.450000	37.500000
70.000000	36.250000
70.000000	33.750000
70.000000	31.250000
70.000000	28.750000
70.000000	26.250000
70.000000	23.750000
70.000000	21.250000
70.000000	18.750000
70.000000	16.250000
70.000000	13.750000
70.000000	11.250000
70.000000	8.750000
70.000000	6.250000
70.000000	3.750000
70.000000	1.250000
70.225000	0.000000
70.675000	0.000000
71.125000	0.000000
71.575000	0.000000
72.025000	0.000000
72.475000	0.000000
72.925000	0.000000
73.375000	0.000000
73.825000	0.000000
74.275000	0.000000
74.500000	1.250000
74.500000	3.750000
74.500000	6.250000
74.500000	8.750000
74.500000	11.250000
74.500000	13.750000
74.500000	16.250000
74.500000	18.750000
74.500000	21.250000
74.500000	23.750000
74.500000	26.250000
74.500000	28.750000
74.500000	31.250000
74.500000	33.750000
74.500000	36.250000
75.050000	37.500000
76.150000	37.500000
77.250000	37.500000
78.350000	37.500000
79.450000	37.500000
80.000000	36.250000
80.000000	33.750000
80.000000	31.250000
80.000000	28.750000
80.000000	26.250000
80.000000	23.750000
80.000000	21.250000
80.000000	18.750000
80.000000	16.250000
80.000000	13.750000
80.000000	11.250000
80.000000	8.750000
80.000000	6.250000
80.000000	3.750000
80.000000	1.250000
80.225000	0.000000
80.675000	0.000000
81.125000	0.000000
81.575000	0.000000
82.025000	0.000000
82.475000	0.000000
82.925000	0.000000
83.375000	0.000000
83.825000	0.000000
84.275000	0.000000
84.500000	1.250000
84.500000	3.750000
84.500000	6.250000
84.500000	8.750000
84.500000	11.250000
84.500000	13.750000
84.500000	16.250000
84.500000	18.750000
84.500000	21.250000
84.500000	23.750000
84.500000	26.250000
84.500000	28.750000
84.500000	31.250000
84.500000	33.750000
84.500000	36.250000
85.050000	37.500000
86.150000	37.500000
87.250000	37.500000
88.350000	37.500000
89.450000	37.500000
90.000000	36.250000
90.000000	33.750000
90.000000	31.250000
90.000000	28.750000
90.000000	26.250000
90.000000	23.750000
90.000000	21.250000
90.000000	18.750000
90.000000	16.250000
90.000000	13.750000
90.000000	11.250000
90.000000	8.750000
90.000000	6.250000
90.000000	3.750000
90.000000	1.250000
90.225000	0.000000
90.675000	0.000000
91.125000	0.000000
91.575000	0.000000
92.025000	0.000000
92.475000	0.000000
92.925000	0.000000
93.375000	0.000000
93.825000	0.000000
94.275000	0.000000
94.500000	1.250000
94.500000	3.750000
94.500000	6.250000
94.500000	8.750000
94.500000	11.250000
94.500000	13.750000
94.500000	16.250000
94.500000	18.750000
94.500000	21.250000
94.500000	23.750000
94.500000	26.250000
94.500000	28.750000
94.500000	31.250000
94.500000	33.750000
94.500000	36.250000
95.050000	37.500000
96.150000	37.500000
97.250000	37.500000
98.350000	37.500000
99.450000	37.500000
100.000000	36.250000
100.000000	33.750000
100.000000	31.250000
100.000000	28.750000
100.000000	26.250000
100.000000	23.750000
100.000000	21.250000
100.000000	18.750000
100.000000	16.250000
100.000000	13.750000
100.000000	11.250000
100.000000	8.750000
100.000000	6.250000
100.000000	3.750000
100.000000	1.250000
100.225000	0.000000
100.675000	0.000000
101.125000	0.000000
101.575000	0.000000
102.025000	0.000000
102.475000	0.000000
102.925000	0.000000
103.375000	0.000000
103.825000	0.000000
104.275000	0.000000
104.500000	1.250000
104.500000	3.750000
104.500000	6.250000
104.500000	8.750000
104.500000	11.250000
104.500000	13.750000
104.500000	16.250000
104.500000	18.750000
104.500000	21.250000
104.500000	23.750000
104.500000	26.250000
104.500000	28.750000
104.500000	31.250000
104.500000	33.750000
104.500000	36.250000
105.050000	37.500000
106.150000	37.500000
107.250000	37.500000
108.350000	37.500000
109.450000	37.500000
110.000000	36.250000
110.000000	33.750000
110.000000	31.250000
110.000000	28.750000
110.000000	26.250000
110.000000	23.750000
110.000000	21.250000
110.000000	18.750000
110.000000	16.250000
110.000000	13.750000
110.000000	11.250000
110.000000	8.750000
110.000000	6.250000
110.000000	3.750000
110.000000	1.250000
110.225000	0.000000
110.675000	0.000000
111.125000	0.000000
111.575000	0.000000
112.025000	0.000000
112.475000	0.000000
112.925000	0.000000
113.375000	0.000000
113.825000	0.000000
114.275000	0.000000
114.500000	1.250000
114.500000	3.750000
114.500000	6.250000
114.500000	8.750000
114.500000	11.250000
114.500000	13.750000
114.500000	16.250000
114.500000	18.750000
114.500000	21.250000
114.500000	23.750000
114.500000	26.250000
114.500000	28.750000
114.500000	31.250000
114.500000	33.750000
114.500000	36.250000
115.050000	37.500000
116.150000	37.500000
117.250000	37.500000
118.350000	37.500000
119.450000	37.500000
120.000000	36.250000
120.000000	33.750000
120.000000	31.250000
120.000000	28.750000
120.000000	26.250000
120.000000	23.750000
120.000000	21.250000
120.000000	18.750000
120.000000	16.250000
120.000000	13.750000
120.000000	11.250000
120.000000	8.750000
120.000000	6.250000
120.000000	3.750000
120.000000	1.250000
120.225000	0.000000
120.675000	0.000000
121.125000	0.000000
121.575000	0.000000
122.025000	0.000000
122.475000	0.000000
122.925000	0.000000
123.375000	0.000000
123.825000	0.000000
124.275000	0.000000
124.500000	1.250000
124.500000	3.750000
124.500000	6.250000
124.500000	8.750000
124.500000	11.250000
124.500000	13.750000
124.500000	16.250000
124.500000	18.750000
124.500000	21.250000
124.500000	23.750000
124.500000	26.250000
124.500000	28.750000
124.500000	31.250000
124.500000	33.750000
124.500000	36.250000
125.050000	37.500000
126.150000	37.500000
127.250000	37.500000
128.350000	37.500000
129.450000	37.500000
130.000000	36.250000
130.000000	33.750000
130.000000	31.250000
130.000000	28.750000
130.000000	26.250000
130.000000	23.750000
130.000000	21.250000
130.000000	18.750000
130.000000	16.250000
130.000000	13.750000
130.000000	11.250000
130.000000	8.750000
130.000000	6.250000
130.000000	3.750000
130.000000	1.250000
130.225000	0.000000
130.675000	0.000000
131.125000	0.000000
131.575000	0.000000
132.025000	0.000000
132.475000	0.000000
132.925000	0.000000
133.375000	0.000000
133.825000	0.000000
134.275000	0.000000
134.500000	1.250000
134.500000	3.750000
134.500000	6.250000
134.500000	8.750000
134.500000	11.250000
134.500000	13.750000
134.500000	16.250000
134.500000	18.750000
134.500000	21.250000
134.500000	23.750000
134.500000	26.250000
134.500000	28.750000
134.500000	31.250000
134.500000	33.750000
134.500000	36.250000
135.050000	37.500000
136.150000	37.500000
137.250000	37.500000
138.350000	37.500000
139.450000	37.500000
140.000000	36.250000
140.000000	33.750000
140.000000	31.250000
140.000000	28.750000
140.000000	26.250000
140.000000	23.750000
140.000000	21.250000
140.000000	18.750000
140.000000	16.250000
140.000000	13.750000
140.000000	11.250000
140.000000	8.750000
140.000000	6.250000
140.000000	3.750000
140.000000	1.250000
140.225000	0.000000
140.675000	0.000000
141.125000	0.000000
141.575000	0.000000
142.025000	0.000000
142.475000	0.000000
142.925000	0.000000
143.375000	0.000000
143.825000	0.000000
144.275000	0.000000
144.500000	1.250000
144.500000	3.750000
144.500000	6.250000
144.500000	8.750000
144.500000	11.250000
144.500000	13.750000
144.500000	16.250000
144.500000	18.750000
144.500000	21.250000
144.500000	23.750000
144.500000	26.250000
144.500000	28.750000
144.500000	31.250000
144.500000	33.750000
144.500000	36.250000
145.050000	37.500000
146.150000	37.500000
147.250000	37.500000
148.350000	37.500000
149.450000	37.500000
150.000000	36.250000
150.000000	33.750000
150.000000	31.250000
150.000000	28.750000
150.000000	26.250000
150.000000	23.750000
150.000000	21.250000
150.000000	18.750000
150.000000	16.250000
150.000000	13.750000
150.000000	11.250000
150.000000	8.750000
150.000000	6.250000
150.000000	3.750000
150.000000	1.250000
150.225000	0.000000
150.675000	0.000000
151.125000	0.000000
151.575000	0.000000
152.025000	0.000000
152.475000	0.000000
152.925000	0.000000
153.375000	0.000000
153.825000	0.000000
154.275000	0.000000
154.500000	1.250000
154.500000	3.750000
154.500000	6.250000
154.500000	8.750000
154.500000	11.250000
154.500000	13.750000
154.500000	16.250000
154.500000	18.750000
154.500000	21.250000
154.500000	23.750000
154.500000	26.250000
154.500000	28.750000
154.500000	31.250000
154.500000	33.750000
154.500000	36.250000
155.050000	37.500000
156.150000	37.500000
157.250000	37.500000
158.350000	37.500000
159.450000	37.500000
160.000000	36.250000
160.000000	33.750000
160.000000	31.250000
160.000000	28.750000
160.000000	26.250000
160.000000	23.750000
160.000000	21.250000
160.000000	18.750000
160.000000	16.250000
160.000000	13.750000
160.000000	11.250000
160.000000	8.750000
160.000000	6.250000
160.000000	3.750000
160.000000	1.250000
160.225000	0.000000
160.675000	0.000000
161.125000	0.000000
161.575000	0.000000
162.025000	0.000000
162.475000	0.000000
162.925000	0.000000
163.375000	0.000000
163.825000	0.000000
164.275000	0.000000
164.500000	1.250000
164.500000	3.750000
164.500000	6.250000
164.500000	8.750000
164.500000	11.250000
164.500000	13.750000
164.500000	16.250000
164.500000	18.750000
164.500000	21.250000
164.500000	23.750000
164.500000	26.250000
164.500000	28.750000
164.500000	31.250000
164.500000	33.750000
164.500000	36.250000
165.050000	37.500000
166.150000	37.500000
167.250000	37.500000
168.350000	37.500000
169.450000	37.500000
170.000000	36.250000
170.000000	33.750000
170.000000	31.250000
170.000000	28.750000
170.000000	26.250000
170.000000	23.750000
170.000000	21.250000
170.000000	18.750000
170.000000	16.250000
170.000000	13.750000
170.000000	11.250000
170.000000	8.750000
170.000000	6.250000
170.000000	3.750000
170.000000	1.250000
170.225000	0.000000
170.675000	0.000000
171.125000	0.000000
171.575000	0.000000
172.025000	0.000000
172.475000	0.000000
172.925000	0.000000
173.375000	0.000000
173.825000	0.000000
174.275000	0.000000
174.500000	1.250000
174.500000	3.750000
174.500000	6.250000
174.500000	8.750000
174.500000	11.250000
174.500000	13.750000
174.500000	16.250000
174.500000	18.750000
174.500000	21.250000
174.500000	23.750000
174.500000	26.250000
174.500000	28.750000
174.500000	31.250000
174.500000	33.750000
174.500000	36.250000
175.050000	37.500000
176.150000	37.500000
177.250000	37.500000
178.350000	37.500000
179.450000	37.500000
180.000000	36.250000
180.000000	33.750000
180.000000	31.250000
180.000000	28.750000
180.000000	26.250000
180.000000	23.750000
180.000000	21.250000
180.000000	18.750000
180.000000	16.250000
180.000000	13.750000
180.000000	11.250000
180.000000	8.750000
180.000000	6.250000
180.000000	3.750000
180.000000	1.250000
180.225000	0.000000
180.675000	0.000000
181.125000	0.000000
181.575000	0.000000
182.025000	0.000000
182.475000	0.000000
182.925000	0.000000
183.375000	0.000000
183.825000	0.000000
184.275000	0.000000
184.500000	1.250000
184.500000	3.750000
184.500000	6.250000
184.500000	8.750000
184.500000	11.250000
184.500000	13.750000
184.500000	16.250000
184.500000	18.750000
184.500000	21.250000
184.500000	23.750000
184.500000	26.250000
184.500000	28.750000
184.500000	31.250000
184.500000	33.750000
184.500000	36.250000
185.050000	37.500000
186.150000	37.500000
187.250000	37.500000
188.350000	37.500000
189.450000	37.500000
190.000000	36.250000
190.000000	33.750000
190.000000	31.250000
190.000000	28.750000
190.000000	26.250000
190.000000	23.750000
190.000000	21.250000
190.000000	18.750000
190.000000	16.250000
190.000000	13.750000
190.000000	11.250000
190.000000	8.750000
190.000000	6.250000
190.000000	3.750000
190.000000	1.250000
190.225000	0.000000
190.675000	0.000000
191.125000	0.000000
191.575000	0.000000
192.025000	0.000000
192.475000	0.000000
192.925000	0.000000
193.375000	0.000000
193.825000	0.000000
194.275000	0.000000
194.500000	1.250000
194.500000	3.750000
194.500000	6.250000
194.500000	8.750000
194.500000	11.250000
194.500000	13.750000
194.500000	16.250000
194.500000	18.750000
194.500000	21.250000
194.500000	23.750000
194.500000	26.250000
194.500000	28.750000
194.500000	31.250000
194.500000	33.750000
194.500000	36.250000
195.050000	37.500000
196.150000	37.500000
197.250000	37.500000
198.350000	37.500000
199.450000	37.500000
200.000000	36.250000
200.000000	33.750000
200.000000	31.250000
200.000000	28.750000
200.000000	26.250000
200.000000	23.750000
200.000000	21.250000
200.000000	18.750000
200.000000	16.250000
200.000000	13.750000
200.000000	11.250000
200.000000	8.750000
200.000000	6.250000
200.000000	3.750000
200.000000	1.250000
200.225000	0.000000
200.675000	0.000000
201.125000	0.000000
201.575000	0.000000
202.025000	0.000000
202.475000	0.000000
202.925000	0.000000
203.375000	0.000000
203.825000	0.000000
204.275000	0.000000
204.500000	0.824074
204.500000	2.472222
204.500000	4.120370
204.500000	5.768519
204.500000	7.416667
204.500000	9.064815
204.500000	10.712963
204.500000	12.361111
204.500000	14.009259
204.500000	15.657407
204.500000	17.305556
204.500000	18.953704
204.500000	20.601852
204.500000	22.250000
204.500000	23.898148
204.500000	25.546296
204.500000	27.194444
204.500000	28.842593
204.500000	30.490741
204.500000	32.138889
204.500000	33.787037
204.500000	35.435185
204.500000	37.083333
204.500000	38.731481
204.500000	40.379630
204.500000	42.027778
204.500000	43.675926
202.455000	44.500000
198.365000	44.500000
194.275000	44.500000
190.185000	44.500000
186.095000	44.500000
182.005000	44.500000
177.915000	44.500000
173.825000	44.500000
169.735000	44.500000
165.645000	44.500000
161.555000	44.500000
157.465000	44.500000
153.375000	44.500000
149.285000	44.500000
145.195000	44.500000
141.105000	44.500000
137.015000	44.500000
132.925000	44.500000
128.835000	44.500000
124.745000	44.500000
120.655000	44.500000
116.565000	44.500000
112.475000	44.500000
108.385000	44.500000
104.295000	44.500000
100.205000	44.500000
96.115000	44.500000
92.025000	44.500000
87.935000	44.500000
83.845000	44.500000
79.755000	44.500000
75.665000	44.500000
71.575000	44.500000
67.485000	44.500000
63.395000	44.500000
59.305000	44.500000
55.215000	44.500000
51.125000	44.500000
47.035000	44.500000
42.945000	44.500000
38.855000	44.500000
34.765000	44.500000
30.675000	44.500000
26.585000	44.500000
22.495000	44.500000
18.405000	44.500000
14.315000	44.500000
10.225000	44.500000
6.135000	44.500000
2.045000	44.500000
0.000000	43.675926
0.000000	42.027778
0.000000	40.379630
0.000000	38.731481
0.000000	37.083333
0.000000	35.435185
0.000000	33.787037
0.000000	32.138889
0.000000	30.490741
0.000000	28.842593
0.000000	27.194444
0.000000	25.546296
0.000000	23.898148
0.000000	22.250000
0.000000	20.601852
0.000000	18.953704
0.000000	17.305556
0.000000	15.657407
0.000000	14.009259
0.000000	12.361111
0.000000	10.712963
0.000000	9.064815
0.000000	7.416667
0.000000	5.768519
0.000000	4.120370
0.000000	2.472222
0.000000	0.824074
